OCCUPATIONID,RELATIONTYPE,SKILLID
key_15762,optional,key_8339
key_15762,optional,key_8975
key_15762,optional,key_8986
key_15762,optional,key_9814
key_15762,optional,key_10216
key_15762,optional,key_13312
key_15762,optional,key_13359
key_15762,optional,key_14065
key_15763,essential,key_4424
key_15763,essential,key_6618
key_15763,essential,key_8129
key_15763,essential,key_14768
key_15763,essential,key_1428
key_15763,essential,key_2203
key_15763,essential,key_2616
key_15763,essential,key_4222
key_15763,essential,key_5960
key_15763,essential,key_6821
key_15763,essential,key_7810
key_15763,essential,key_8276
key_15763,essential,key_8320
key_15763,essential,key_10604
key_15763,essential,key_12258
key_15763,essential,key_13548
key_15763,essential,key_14320
key_15763,essential,key_14605
key_15763,essential,key_14840
key_15763,essential,key_14933
key_15763,optional,key_2624
key_15763,optional,key_4272
key_15763,optional,key_10373
key_15763,optional,key_1354
key_15763,optional,key_9650
key_15763,optional,key_12619
key_15763,optional,key_12992
key_15764,essential,key_3009
key_15764,essential,key_4548
key_15764,essential,key_4933
key_15764,essential,key_6182
key_15764,essential,key_7565
key_15764,essential,key_8426
key_15764,essential,key_10153
key_15764,essential,key_10743
key_15764,essential,key_14859
key_15764,essential,key_3272
key_15764,essential,key_4929
key_15764,essential,key_5870
key_15764,essential,key_5916
key_15764,essential,key_6336
key_15764,essential,key_10871
key_15764,essential,key_11003
key_15764,optional,key_3801
key_15764,optional,key_5404
key_15764,optional,key_6615
key_15764,optional,key_7302
key_15764,optional,key_7765
key_15764,optional,key_7913
key_15764,optional,key_8739
key_15764,optional,key_9575
key_15764,optional,key_12341
key_15764,optional,key_14216
key_15764,optional,key_2223
key_15764,optional,key_4064
key_15764,optional,key_4430
key_15764,optional,key_4971
key_15764,optional,key_7886
key_15764,optional,key_9297
key_15764,optional,key_10462
key_15764,optional,key_10798
key_15764,optional,key_11456
key_15764,optional,key_11622
key_15764,optional,key_11994
key_15764,optional,key_12404
key_15764,optional,key_12707
key_15764,optional,key_13799
key_15764,optional,key_14157
key_15765,essential,key_8266
key_15765,essential,key_8888
key_15765,essential,key_9678
key_15765,essential,key_9863
key_15765,essential,key_10300
key_15765,essential,key_2269
key_15765,essential,key_2609
key_15765,essential,key_3081
key_15765,essential,key_3318
key_15765,essential,key_4116
key_15765,essential,key_7613
key_15765,essential,key_8116
key_15765,essential,key_8975
key_15765,essential,key_9318
key_15765,essential,key_12408
key_15765,optional,key_2371
key_15765,optional,key_3287
key_15765,optional,key_3426
key_15765,optional,key_4590
key_15765,optional,key_5298
key_15765,optional,key_7331
key_15765,optional,key_8551
key_15765,optional,key_8643
key_15765,optional,key_10379
key_15765,optional,key_10637
key_15765,optional,key_10879
key_15765,optional,key_1549
key_15765,optional,key_2561
key_15765,optional,key_3206
key_15765,optional,key_7133
key_15765,optional,key_9291
key_15765,optional,key_9596
key_15765,optional,key_9862
key_15765,optional,key_10302
key_15765,optional,key_11299
key_15765,optional,key_13702
key_15765,optional,key_13799
key_15765,optional,key_13846
key_15765,optional,key_14177
key_15765,optional,key_14268
key_15765,optional,key_14572
key_15766,essential,key_2197
key_15766,essential,key_9001
key_15766,essential,key_12104
key_15766,essential,key_12806
key_15766,essential,key_2667
key_15766,essential,key_2865
key_15766,essential,key_3135
key_15766,essential,key_4052
key_15766,essential,key_4283
key_15766,essential,key_5989
key_15766,essential,key_6397
key_15766,essential,key_8371
key_15766,essential,key_9468
key_15766,essential,key_11716
key_15766,essential,key_12380
key_15766,essential,key_12432
key_15766,essential,key_13765
key_15766,optional,key_2426
key_15766,optional,key_4318
key_15766,optional,key_7094
key_15766,optional,key_7714
key_15766,optional,key_8455
key_15766,optional,key_10084
key_15766,optional,key_1898
key_15766,optional,key_2860
key_15766,optional,key_3081
key_15766,optional,key_5119
key_15766,optional,key_5431
key_15766,optional,key_6362
key_15766,optional,key_6371
key_15766,optional,key_8589
key_15766,optional,key_9618
key_15766,optional,key_10485
key_15766,optional,key_11305
key_15766,optional,key_12408
key_15766,optional,key_13655
key_15766,optional,key_14804
key_15767,essential,key_8238
key_15767,essential,key_11109
key_15767,essential,key_13440
key_15767,essential,key_1428
key_15767,essential,key_1866
key_15767,essential,key_1973
key_15767,essential,key_1990
key_15767,essential,key_3669
key_15767,essential,key_4348
key_15767,essential,key_4454
key_15767,essential,key_4520
key_15767,essential,key_4622
key_15767,essential,key_6408
key_15767,essential,key_9250
key_15767,essential,key_10222
key_15767,essential,key_10289
key_15767,essential,key_11567
key_15767,essential,key_12602
key_15767,essential,key_13280
key_15767,essential,key_13375
key_15767,optional,key_10287
key_15767,optional,key_10308
key_15767,optional,key_2616
key_15767,optional,key_3800
key_15767,optional,key_4990
key_15767,optional,key_5431
key_15767,optional,key_8635
key_15767,optional,key_11639
key_15767,optional,key_11882
key_15768,essential,key_2893
key_15768,essential,key_1698
key_15768,essential,key_2066
key_15768,essential,key_3157
key_15768,essential,key_5204
key_15768,essential,key_11902
key_15768,essential,key_12066
key_15768,essential,key_12888
key_15768,essential,key_14116
key_15768,essential,key_14876
key_15768,optional,key_4933
key_15768,optional,key_14105
key_15768,optional,key_14216
key_15768,optional,key_6664
key_15768,optional,key_8936
key_15768,optional,key_12873
key_15768,optional,key_14287
key_15769,essential,key_5297
key_15769,essential,key_5809
key_15769,essential,key_9668
key_15769,essential,key_3150
key_15769,essential,key_3514
key_15769,essential,key_3577
key_15769,essential,key_6029
key_15769,essential,key_7946
key_15769,essential,key_8847
key_15769,essential,key_11406
key_15769,essential,key_14320
key_15769,essential,key_14590
key_15769,optional,key_1671
key_15769,optional,key_1798
key_15769,optional,key_1887
key_15769,optional,key_1971
key_15769,optional,key_2215
key_15769,optional,key_2416
key_15769,optional,key_2425
key_15769,optional,key_3580
key_15769,optional,key_3906
key_15769,optional,key_3919
key_15769,optional,key_4219
key_15769,optional,key_4366
key_15769,optional,key_4428
key_15769,optional,key_4544
key_15769,optional,key_5307
key_15769,optional,key_5310
key_15769,optional,key_5339
key_15769,optional,key_5515
key_15769,optional,key_5519
key_15769,optional,key_5825
key_15769,optional,key_5872
key_15769,optional,key_6263
key_15769,optional,key_6287
key_15769,optional,key_6317
key_15769,optional,key_6324
key_15769,optional,key_6604
key_15769,optional,key_6615
key_15769,optional,key_6795
key_15769,optional,key_6906
key_15769,optional,key_7195
key_15769,optional,key_7386
key_15769,optional,key_7654
key_15769,optional,key_7668
key_15769,optional,key_7862
key_15769,optional,key_8129
key_15769,optional,key_8223
key_15769,optional,key_8678
key_15769,optional,key_8720
key_15769,optional,key_8757
key_15769,optional,key_8949
key_15769,optional,key_9167
key_15769,optional,key_9212
key_15769,optional,key_9688
key_15769,optional,key_10384
key_15769,optional,key_10615
key_15769,optional,key_10621
key_15769,optional,key_11020
key_15769,optional,key_11074
key_15769,optional,key_11273
key_15769,optional,key_11476
key_15769,optional,key_11549
key_15769,optional,key_11602
key_15769,optional,key_12212
key_15769,optional,key_12485
key_15769,optional,key_12567
key_15769,optional,key_12892
key_15769,optional,key_12945
key_15769,optional,key_13215
key_15769,optional,key_13285
key_15769,optional,key_13327
key_15769,optional,key_13436
key_15769,optional,key_13472
key_15769,optional,key_13625
key_15769,optional,key_13753
key_15769,optional,key_13756
key_15769,optional,key_14054
key_15769,optional,key_14535
key_15769,optional,key_14591
key_15769,optional,key_14663
key_15769,optional,key_14961
key_15769,optional,key_14968
key_15769,optional,key_1287
key_15769,optional,key_1296
key_15769,optional,key_1373
key_15769,optional,key_1374
key_15769,optional,key_1434
key_15769,optional,key_1482
key_15769,optional,key_1498
key_15769,optional,key_1526
key_15769,optional,key_1616
key_15769,optional,key_1695
key_15769,optional,key_1716
key_15769,optional,key_1800
key_15769,optional,key_1812
key_15769,optional,key_1916
key_15769,optional,key_1928
key_15769,optional,key_1992
key_15769,optional,key_2062
key_15769,optional,key_2131
key_15769,optional,key_2245
key_15769,optional,key_2261
key_15769,optional,key_2340
key_15769,optional,key_2349
key_15769,optional,key_2447
key_15769,optional,key_2456
key_15769,optional,key_2463
key_15769,optional,key_2610
key_15769,optional,key_2672
key_15769,optional,key_2734
key_15769,optional,key_2739
key_15769,optional,key_2770
key_15769,optional,key_2865
key_15769,optional,key_3042
key_15769,optional,key_3081
key_15769,optional,key_3114
key_15769,optional,key_3131
key_15769,optional,key_3154
key_15769,optional,key_3201
key_15769,optional,key_3253
key_15769,optional,key_3295
key_15769,optional,key_3458
key_15769,optional,key_3497
key_15769,optional,key_3501
key_15769,optional,key_3508
key_15769,optional,key_3510
key_15769,optional,key_3569
key_15769,optional,key_3617
key_15769,optional,key_3749
key_15769,optional,key_3803
key_15769,optional,key_3847
key_15769,optional,key_3881
key_15769,optional,key_3956
key_15769,optional,key_4008
key_15769,optional,key_4116
key_15769,optional,key_4464
key_15769,optional,key_4485
key_15769,optional,key_4614
key_15769,optional,key_4643
key_15769,optional,key_4650
key_15769,optional,key_4692
key_15769,optional,key_4753
key_15769,optional,key_4774
key_15769,optional,key_4791
key_15769,optional,key_4817
key_15769,optional,key_4901
key_15769,optional,key_5031
key_15769,optional,key_5116
key_15769,optional,key_5214
key_15769,optional,key_5253
key_15769,optional,key_5317
key_15769,optional,key_5431
key_15769,optional,key_5454
key_15769,optional,key_5700
key_15769,optional,key_5778
key_15769,optional,key_5850
key_15769,optional,key_5858
key_15769,optional,key_5982
key_15769,optional,key_5998
key_15769,optional,key_6016
key_15769,optional,key_6128
key_15769,optional,key_6295
key_15769,optional,key_6337
key_15769,optional,key_6349
key_15769,optional,key_6359
key_15769,optional,key_6398
key_15769,optional,key_6405
key_15769,optional,key_6472
key_15769,optional,key_6474
key_15769,optional,key_6593
key_15769,optional,key_6739
key_15769,optional,key_6781
key_15769,optional,key_6829
key_15769,optional,key_6838
key_15769,optional,key_6845
key_15769,optional,key_6861
key_15769,optional,key_6899
key_15769,optional,key_6915
key_15769,optional,key_6978
key_15769,optional,key_6994
key_15769,optional,key_7012
key_15769,optional,key_7078
key_15769,optional,key_7119
key_15769,optional,key_7174
key_15769,optional,key_7188
key_15769,optional,key_7210
key_15769,optional,key_7264
key_15769,optional,key_7293
key_15769,optional,key_7312
key_15769,optional,key_7399
key_15769,optional,key_7431
key_15769,optional,key_7509
key_15769,optional,key_7534
key_15769,optional,key_7555
key_15769,optional,key_7731
key_15769,optional,key_7757
key_15769,optional,key_7767
key_15769,optional,key_7844
key_15769,optional,key_7852
key_15769,optional,key_7887
key_15769,optional,key_7944
key_15769,optional,key_7984
key_15769,optional,key_8066
key_15769,optional,key_8186
key_15769,optional,key_8220
key_15769,optional,key_8254
key_15769,optional,key_8346
key_15769,optional,key_8500
key_15769,optional,key_8559
key_15769,optional,key_8655
key_15769,optional,key_8706
key_15769,optional,key_8828
key_15769,optional,key_9000
key_15769,optional,key_9101
key_15769,optional,key_9116
key_15769,optional,key_9128
key_15769,optional,key_9162
key_15769,optional,key_9171
key_15769,optional,key_9247
key_15769,optional,key_9291
key_15769,optional,key_9318
key_15769,optional,key_9489
key_15769,optional,key_9490
key_15769,optional,key_9506
key_15769,optional,key_9522
key_15769,optional,key_9603
key_15769,optional,key_9843
key_15769,optional,key_9903
key_15769,optional,key_10033
key_15769,optional,key_10140
key_15769,optional,key_10417
key_15769,optional,key_10469
key_15769,optional,key_10496
key_15769,optional,key_10518
key_15769,optional,key_10618
key_15769,optional,key_10619
key_15769,optional,key_10745
key_15769,optional,key_10760
key_15769,optional,key_10830
key_15769,optional,key_10834
key_15769,optional,key_10856
key_15769,optional,key_10870
key_15769,optional,key_10873
key_15769,optional,key_10919
key_15769,optional,key_10949
key_15769,optional,key_11016
key_15769,optional,key_11135
key_15769,optional,key_11144
key_15769,optional,key_11151
key_15769,optional,key_11213
key_15769,optional,key_11265
key_15769,optional,key_11350
key_15769,optional,key_11371
key_15769,optional,key_11384
key_15769,optional,key_11489
key_15769,optional,key_11517
key_15769,optional,key_11542
key_15769,optional,key_11626
key_15769,optional,key_11680
key_15769,optional,key_11687
key_15769,optional,key_11781
key_15769,optional,key_11832
key_15769,optional,key_11833
key_15769,optional,key_11850
key_15769,optional,key_11933
key_15769,optional,key_11950
key_15769,optional,key_11979
key_15769,optional,key_11991
key_15769,optional,key_12006
key_15769,optional,key_12009
key_15769,optional,key_12021
key_15769,optional,key_12080
key_15769,optional,key_12146
key_15769,optional,key_12154
key_15769,optional,key_12276
key_15769,optional,key_12408
key_15769,optional,key_12429
key_15769,optional,key_12431
key_15769,optional,key_12451
key_15769,optional,key_12456
key_15769,optional,key_12495
key_15769,optional,key_12577
key_15769,optional,key_12698
key_15769,optional,key_12845
key_15769,optional,key_12916
key_15769,optional,key_12917
key_15769,optional,key_12936
key_15769,optional,key_12952
key_15769,optional,key_13010
key_15769,optional,key_13071
