ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,key_19829,"c9fd4e47-696c-4fc4-be6a-6de5b5359509
4775840d-d73f-4b61-85ce-658568b4204e
4dfbb0c5-5fc8-4bc6-bdb9-56b0bcf7d8d9",skill/competence,occupation-specific,exploiter des systèmes d’intégration des médias,,"Exploiter un système d’intégration des médias pour des applications liées à l’événementiel et aux arts du spectacle lors de la mise en place, de la configuration, des répétitions et des représentations en direct.
   ",,
http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c,key_19830,"5ebf3f79-a2cf-4413-ad76-bbff8a0a2506
abe4d683-c778-44a6-961e-a30bc5f9c4f7
7e716ec0-5eea-4eb8-9ee2-ee052f81454e",skill/competence,cross-sector,coopérer avec des collègues,,Coopérer avec les collègues afin d’assurer le bon fonctionnement des opérations.,,
http://data.europa.eu/esco/skill/0833f2b7-b513-4d81-a93a-f9dee77d4fe1,key_19831,"188c1110-c981-4e62-8454-34890a7447e6
f4341683-587a-4e6e-a066-231e0dbe285c
ee9ca0a6-377e-4a53-897b-e116e3735e36",knowledge,sector-specific,tendances du marché en matière d'équipements sportifs,,Tendances et évolutions récentes sur le marché des équipements sportifs.,,
http://data.europa.eu/esco/skill/08365fba-e874-497b-aa9a-1c09d2aecd4d,key_19832,"e5ab6ae4-72df-4fc0-ab12-8727fdcf1949
74a551f9-d300-454e-ad25-039a3156deeb
71be88e1-e09e-4ead-9c6a-800981cc557b",skill/competence,sector-specific,se centrer sur les passagers,,Transporter les passagers jusqu’à leur destination de manière sécurisée et en respectant les horaires. Fournir un service à la clientèle approprié ; informer les passagers en cas de situation imprévue ou d’incident.,,
http://data.europa.eu/esco/skill/08371fe9-c658-4f6a-966f-71dbb0ab683d,key_19833,"e6b9a9e8-cb4e-4204-863b-bf54e04f75b3
06424a06-387c-44e7-b214-96e5fb16b574
df0ecee3-95e0-4a87-8b71-0378eec5e768",knowledge,sector-specific,procédures des services de comptabilité,,"Éventail de procédures, fonctions, jargon, rôles et autres spécificités du service comptable au sein d’une organisation (par exemple, comptabilité, factures, enregistrement et fiscalité).",,
http://data.europa.eu/esco/skill/0839eea4-c57b-4c14-b19b-923fbedb5d88,key_19834,"9f69c88e-7662-424f-80c7-70f9074a844e
609e9f89-934c-4751-a73a-f67dce5b6f90
a69673e1-ef61-468c-a569-daa0a275551f",skill/competence,sector-specific,réaliser une étude commerciale,,"Recherche et collecte d’informations pertinentes pour le développement des entreprises dans différents domaines: affaires juridiques, comptabilité, finance et affaires commerciales.",,
http://data.europa.eu/esco/skill/083a8ec5-1e08-43b1-9254-905205717c33,key_19835,"0a2640ea-9c62-4024-9300-faf9888235f4
0b83fd29-0fda-4247-aeb8-b5ab4badf9db
11ae6031-8d34-4304-b4ea-ca5a644df539",skill/competence,occupation-specific,reconnaître des contrefaçons,reconnaître des objets contrefaits,"Identifier les produits d’imitation et de contrefaçon à l’aide de méthodes et d’équipements, tels que les microscopes et les analyses de laboratoire, afin de déterminer leurs propriétés.",,
http://data.europa.eu/esco/skill/083b677b-e52e-48a4-9c97-5c177af23e84,key_19836,"886c5ef0-6569-476a-811b-44ceb01ae368
df9aa46b-a62b-41d9-9870-f5079e5b45f6
639ed705-9e2c-45b7-960a-350196c4d553",skill/competence,occupation-specific,organiser la participation à des événements internationaux,,S’inscrire et obtenir une place pour participer à des expositions et concours internationaux.,,
http://data.europa.eu/esco/skill/083c139e-3228-413e-93f0-71fe5e301421,key_19837,"38888f47-19d6-435b-b6bb-095f986ee595
ebfb76a7-6a02-4926-84b6-71b6253e48c9
05d7b700-06f8-46a7-bbec-b36dfaa11a2a",skill/competence,occupation-specific,distinguer les tissus maxillo-faciaux,,Distinguer les tissus anormalement durs et mous du complexe maxillo-facial des tissus normaux.,,
http://data.europa.eu/esco/skill/083d79ab-03c1-46f6-872d-68fef084e899,key_19838,"ab2af305-8948-4531-9557-f3aa846a7bc5
9b43113e-07ae-4b89-b73f-135078598453
1fcf10a6-18f9-4656-9d88-9f7886fe425b",skill/competence,occupation-specific,utiliser une machine à rétreindre,,"Entretenir une machine de sertissage, conçue pour le formage à froid de métaux par l’utilisation d’une force élevée et de blocs de sertissage, la surveiller et la faire fonctionner, conformément à la réglementation.",,
http://data.europa.eu/esco/skill/08524d52-437f-44bb-9e23-fde2c4c08ff6,key_19839,"d8fd3367-668c-48b3-8856-2940ae4d729b
7bbd7556-d99f-46a6-ba25-59cff2aa2a2d
4d3735d2-d5c4-49af-8423-378ff21e5352",skill/competence,sector-specific,vidanger de l’eau de lavage,,Retirer l’eau de lavage en ouvrant le robinet de vidange après s’être assuré que le mélange s’est solidifié.,,
http://data.europa.eu/esco/skill/08591546-e9bc-47fc-97b3-8663b3713a5f,key_19840,"ae02b0cc-4456-42c9-b7e6-41e679eecd36
73e9b594-2e3e-4480-b5ec-cf9db6a92d41
0dea2e64-2c6b-475c-9941-88b6982e3633",knowledge,sector-specific,rapports cliniques,,"Méthodes, pratiques d’évaluation, références et procédures de collecte des avis nécessaires pour la rédaction des rapports cliniques.",,
http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,key_19841,"d3cf9d9b-5cd6-4cab-a826-a75011355184
2dc85275-86ef-4f5b-9191-1bdda0b8bddd
848473ac-5902-416d-8220-d6b2d6d66e18",knowledge,sector-specific,WizIQ,,"Le programme d’ordinateur WizIQ est une plateforme d’apprentissage en ligne pour la création, l’administration, l’organisation, l’établissement de rapports et la fourniture de cours d’apprentissage en ligne ou de programmes de formation.",,
http://data.europa.eu/esco/skill/085c8851-2354-44ae-98de-367bdde8bf58,key_19842,"d30f466d-135d-4d76-a744-27e1d913d86e
1ffe5dc9-2858-453b-8aa9-f4fc70c6b9d9
e6ad560f-e018-4dda-98d1-d0e4fd027568",skill/competence,occupation-specific,communiquer avec le personnel d’installations de traitement de déchets,,Communiquer avec les installations traitant du traitement des déchets dangereux ou non dangereux afin d’assurer une coopération efficace dans l’organisation des procédures de traitement des déchets.,,
http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,key_19843,"29b8ff5d-0b67-477a-908a-f527a7f94f1a
665a9e5e-509c-4455-9c6d-5c61e5e67971
92fe85b7-8159-48b2-b69b-9d8cc195b7b7",skill/competence,sector-specific,administrer un système de TIC,"gérer un système de TIC
administrer les composants d’un système de TIC
faire fonctionner un système informatique
administrer un réseau de TIC
exploiter un système","Gérer les composants du système TIC en maintenant la configuration, en gérant les utilisateurs, en surveillant l’utilisation des ressources, en effectuant des sauvegardes et en installant du matériel ou des logiciels pour se conformer aux exigences établies.",,
http://data.europa.eu/esco/skill/087521a5-830f-4b9f-80d7-ea38d34f461b,key_19844,"8c236f74-a837-4e42-b2ff-bc8c89c13141
9b6029ed-1211-4a1a-b74b-a39987532cb2
5d914a3b-48f9-422f-9ec6-6fafb94a2160",skill/competence,sector-specific,préparer des échantillons d’articles en cuir,,"Créer, tester et vérifier des prototypes ou des échantillons d’articles en cuir selon un ensemble de critères prédéfinis à toutes les étapes du processus de fabrication. Réviser les concepts de conception initiaux et mettre en œuvre les améliorations techniques.",,
http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89,key_19845,"0f9f6608-d136-4e6b-a500-867d98abeaa5
208dcc6d-aa24-47ee-acff-bb0b67be7dc9
2c1dd65a-a338-485b-9158-009084cdb311",skill/competence,transversal,comprendre l’espagnol écrit,,Lire et comprendre des textes écrits en espagnol.,,
http://data.europa.eu/esco/skill/087b1ce2-34ac-47f8-b5a1-47919193fd04,key_19846,"185c1637-dfd7-486f-83fb-337f57cba3a1
dbd1188c-4777-4a5f-9626-237af3989d17
379ad262-6f38-45ad-8a11-9cd261097f71",skill/competence,sector-specific,comprendre le langage physique d’une représentation en direct,,Décrypter la signification des mouvements dans diverses séquences chorégraphiques et interpréter le langage corporel utilisé.,,
http://data.europa.eu/esco/skill/0880fb28-cded-4729-a254-927afbc7c974,key_19847,"25a231d7-35de-4466-87aa-ff9268dcdbe5
2cca1c32-f0dd-4da9-a9c5-9d123ab64876
d3378e2f-2b9b-488c-8e05-6e038f7eb341",skill/competence,sector-specific,mesurer la viscosité de substances chimiques,,Mesurer la viscosité des ingrédients mélangés à l’aide d’un viscosimètre.,,
http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e,key_19848,"d7e42aa2-8c59-4426-b3f0-134f505b5fb9
0632bcaa-33ee-40b8-a6a6-85678ccd0070
a9aecdd0-40f1-4d2f-81b4-ac669b899762",skill/competence,sector-specific,exécuter des mesures de lutte antiparasitaire,,Effectuer les opérations de pulvérisation des cultures contre les ravageurs et les maladies conformément aux exigences de l’industrie nationale et des clients. Effectuer l’épandage de lisier et d’engrais conformément aux réglementations locales en matière d’environnement.,,
http://data.europa.eu/esco/skill/088c1b82-a759-442e-bb78-128c3ee3a3a8,key_19849,"e4631cbe-a2ed-4e84-bd35-79c2c85009ec
e2beb4c7-46b2-4308-a708-cd63bc32ad35
e94da654-355d-4910-9386-50437c7b7be0",skill/competence,sector-specific,représenter une production artistique,,Représenter la compagnie artistique ou la production en dehors de vos activités quotidiennes. Collaborer avec les présentateurs et leurs équipes. Aider lors des tournées.,,
http://data.europa.eu/esco/skill/088dd17a-9d92-4b93-9e4a-49587e015e06,key_19850,"a49df021-f09b-47e7-9dcd-1be3faeaef4b
3f0b0946-b45c-4d4d-9821-53f0a9f665b1
87b4ec28-b850-42aa-b5ed-6181280fab26",skill/competence,sector-specific,préparer un site pour une construction,,"Préparer le sol ou le site pour la construction de terrasses, de clôtures et de surfaces en bois et en brique. Cela comprend la mesure et la planification du site, la pose de la pierre et du carrelage.",,
http://data.europa.eu/esco/skill/088fd519-b655-4f66-a9d2-5c991a7975a0,key_19851,"5811e737-32c5-4bda-92cf-bf74448b6aa9
f8b3464e-fce0-4b43-b2a4-8f8d41b34939
c11e54b2-0a48-4994-979c-c2432058b5c7",skill/competence,sector-specific,stimuler l’indépendance d’élèves,,"Encourager les élèves ayant des besoins particuliers à accomplir des tâches de façon autonome, sans l’aide d’un soignant, et leur enseigner des aptitudes d’autonomie personnelle.",,
http://data.europa.eu/esco/skill/089146a5-207b-40fc-86b7-877774aa786c,key_19852,"17f2feeb-c528-46cf-8576-2e200be2d2e3
9b11167e-fe5c-4a16-a760-b2c2ba48fdd8
4990261a-476f-4f69-9dd5-cad3bdf6f771",skill/competence,sector-specific,fournir des plans de haubanage,,"Fournir les plans de gréement et de levage ; accepter et soutenir les plans de levage fournis par le projet. Ce plan comprend des informations sur les équipements de gréement utilisés, le poids de l’élévateur, la capacité de la grue, les conditions atmosphériques et environnementales, la capacité de levage et la charge au sol.",,
http://data.europa.eu/esco/skill/0893faa7-0666-466d-bf32-65005da1c933,key_19853,"9ec0fdb0-ee2d-44a4-a15c-2f8be916048c
7b57f321-0f59-47a1-9dd1-5acb0f424d34
b0671441-556c-4122-b918-7ba9afb2afe0",skill/competence,cross-sector,retenir des individus,,"Limiter ou contrôler par la force les personnes qui enfreignent les règlements quant au comportement acceptable, qui représentent une menace pour les autres et qui commettent des actes de violence, afin de s’assurer qu’elles ne sont pas en mesure d’adopter ce comportement négatif et de protéger les autres.",,
http://data.europa.eu/esco/skill/0894fcfc-1fb2-4146-b32c-56f89b6fe409,key_19854,"27d06100-9506-4893-86b1-ae2b4bcc3f6b
1de1ac93-4433-41cf-83c2-84a7f1eb49e6
29fdb780-5a80-45c3-9d87-2537fb81678b",skill/competence,sector-specific,respecter des plans de distribution d’eau,,"Adapter les opérations de distribution et d’approvisionnement en eau à des fins d’irrigation, d’utilisation résidentielle ou d’installation, afin de s’assurer que le calendrier est correct et qu’il est respecté.",,
http://data.europa.eu/esco/skill/0898017f-4f6f-4654-807d-1bbe11df100c,key_19855,"c5fdf909-ffac-44a5-a628-ace1e632ae89
a25c0522-1584-49e9-b209-0bfa5cf423cb
bfcb4cfe-0d96-470a-8988-46a095334c39",skill/competence,sector-specific,enseigner les principes de la littérature,,"Enseigner aux étudiants la théorie et la pratique de la littérature, plus particulièrement les techniques de lecture et d’écriture, l’étymologie et l’analyse littéraire.",,
http://data.europa.eu/esco/skill/089af6fe-a65e-4271-a232-b2d97ba6f43a,key_19856,"88b8a3eb-bbf3-4706-ae6b-83d7bd3532b1
55f155a7-10dd-4d8d-b2d2-881d924a72c3
f4e0339b-d384-43bb-a107-ecddfc05fd52",skill/competence,cross-sector,aider les patients à prendre des décisions durant les séances de conseil,,"Encourager les clients à prendre leurs propres décisions concernant leurs problèmes ou conflits internes en réduisant la confusion et en leur permettant d’arriver à leurs propres conclusions, sans parti pris.",,
http://data.europa.eu/esco/skill/089bab26-a854-40fb-8c04-5be4f693315a,key_19857,"e5922ab1-48b8-4012-9069-9fd4e993418e
7f1c96ef-ec18-4f58-a760-97c2ace2a9ed
88ed3e70-7642-4649-877b-73db2d2196a5",skill/competence,cross-sector,intégrer des fondements stratégiques dans les activités courantes,,"Réfléchir sur les fondements stratégiques des entreprises, c’est-à-dire leur mission, leur vision et leurs valeurs afin d’intégrer ces fondements dans la réalisation des activités courantes.",,
http://data.europa.eu/esco/skill/089ddb19-1c7a-43ff-ba64-070f7ce4787a,key_19858,"f2f332bd-f50f-4148-a7ff-a54a6d3d0c9d
b59d9961-c606-46d8-91f4-1e5738558941
539a2c13-85d3-48e9-9759-7c1f9cbb7efa",knowledge,sector-specific,opérations d'entreposage,,"Connaître les principes et pratiques de base des opérations d’entreposage, telles que le stockage des marchandises. Comprendre et satisfaire les besoins et les exigences de la clientèle, tout en utilisant efficacement les équipements, l’espace et le personnel de l’entrepôt.",,
http://data.europa.eu/esco/skill/089e4390-8495-4fda-aa70-da52c66fcb23,key_19859,"2a2541d3-b23f-4f37-b4b8-5cf3215cf587
804aeb0c-8acd-407b-85c1-3a6e6ddb5e3e
f7fa3174-8b9e-4733-a111-c4cb8a2e8bb2",skill/competence,occupation-specific,poser de la marqueterie,,"Poser de la marqueterie, du parquet décoratif, y compris les éléments courbes généralement coupés au laser.",,
http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,key_19860,"4f293c75-f16b-4648-a6c6-536f80996dc6
707c76b3-9414-47ee-a009-c30168e63305
3ca3ea2a-6d40-4346-85d0-25fc680ed059",skill/competence,cross-sector,assurer la conformité à une législation environnementale,,"Surveiller les activités et effectuer les tâches visant à assurer le respect des normes en matière de protection de l’environnement et de durabilité, et modifier les activités en cas de modification de la législation environnementale. S’assurer que les processus sont conformes à la réglementation environnementale et aux meilleures pratiques.",,
http://data.europa.eu/esco/skill/08a2ff87-09e7-4899-a47c-8ab81702d08d,key_19861,"c6e5adeb-7891-456b-9722-a4e2355b19f8
22e565ee-7148-4c98-b9a5-4a014b6246dc
169e2247-b5c4-413c-ab9e-db263cc87fa3",skill/competence,occupation-specific,aider des utilisateurs d’archives dans leurs recherches,,Fournir des services de référence et une aide globale aux chercheurs et aux visiteurs dans leur recherche de documents d’archives.,,
http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,key_19862,"e28f0833-c279-40d6-8c13-148587620a20
339d3784-3aea-4fea-807e-8cf3191da655
f5036509-8eb9-489a-adba-40197f217704",skill/competence,occupation-specific,monter des panneaux photovoltaïques,,Installer solidement des panneaux photovoltaïques à l’aide d’un système de montage spécifique et dans la position et l’inclinaison définies.,,
http://data.europa.eu/esco/skill/08a65612-a801-4b84-933b-192bc8378e64,key_19863,"fbcc214b-510e-49cb-8f54-4cbf50287f70
19c94812-6853-4e72-b881-20a4a7b90ba6
4504105b-e067-495d-95c5-3258cf985ff4",skill/competence,occupation-specific,réparer une arme à feu,,"Identifier les problèmes ou les déviations sur les armes à feu, vérifier la détérioration, démonter les pièces, régler, ajuster et remplacer les composants défectueux.",,
http://data.europa.eu/esco/skill/08abb0a1-7f42-4017-8748-93d26d3115e3,key_19864,"883d591e-002e-432b-b8c3-7b3db87c653b
a9d74419-5d34-4e8a-b26a-57626bc99b01
f638afa4-b7e5-4bba-ba8f-dcfe22381cf6",skill/competence,occupation-specific,préparer la garniture d’un véhicule,,Préparer les éléments de garniture du véhicule conformément aux dessins techniques et aux croquis préliminaires.,,
http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,key_19865,"1f614ef5-4afc-4c7b-bfd2-8919ebccc7e8
404d1a7c-9cd5-4ec7-903b-4b48ff098c0a
475df3b0-6e9f-463d-85fd-b65daa29e713",skill/competence,cross-sector,gérer des données de recherche,,"Produire et analyser des données scientifiques obtenues grâce à des méthodes de recherche qualitatives et quantitatives. Stocker et tenir à jour les données dans des bases de données de recherche. Soutenir la réutilisation des données scientifiques et connaître les principes de gestion des données ouvertes.
    ",,
http://data.europa.eu/esco/skill/08b4e1c1-eddd-4495-94ea-510c310a5fe6,key_19866,"169687b7-81ee-4389-89b1-660f627c8747
40c36899-14b3-4406-bddb-bdc12657c6f0
dc7db937-48b1-484b-9160-59447e8e754b",knowledge,occupation-specific,pratiques d’abattage casher,"pratiques d’abattage kasher
pratiques d’abattage cacher","Les pratiques d’abattage d’animaux destinés à la consommation alimentaire selon les lois alimentaires juives (cacherout), comme le couteau à utiliser, les techniques d’abattage et le drainage sanguin de la carcasse.",,
http://data.europa.eu/esco/skill/08bd8e7b-9f94-4c94-b98f-9c1aedc483af,key_19867,"d11ecb8c-7e57-467a-bd2a-dc2ae395dbe2
52d1406e-90e4-4eed-b76e-5500fa0ea58e
c620a7da-8353-4639-8fbf-e29d2e7d5df3",knowledge,sector-specific,modèle de qualité d’une feuille de tabac,,"Caractéristiques et propriétés d’une feuille de tabac qui déterminent le niveau de qualité et permettent de le considérer comme un produit de qualité élevée, moyenne ou basse, tout en prenant en compte les variations de couleurs, les déchirures, les taches de goudron, la compacité et la taille de la feuille.",,
http://data.europa.eu/esco/skill/08be1642-5cbe-485e-a1e5-3921ecaea755,key_19868,"4a82a3e2-4aa9-46a8-8096-e264ac7fdfb9
0f5706dd-4149-498b-b196-3ad46fe718f3
60a6944a-3b99-4d8a-82fa-f1828d822556",skill/competence,sector-specific,conseiller des clients sur la préparation de produits carnés,,Donner des conseils aux clients concernant la préparation de la viande et des produits carnés.,,
http://data.europa.eu/esco/skill/08cb2d27-1c86-4ea9-875b-9e84abcfdf58,key_19869,"633800eb-2fd2-486e-a598-7a7ab91ee8cd
f482e80c-6883-479f-927c-a75ec28c3038
60d31d58-775b-4d1e-aa90-f2b086c034bb",skill/competence,occupation-specific,calculer le poids d’un avion,,"Calculer le poids total de l’avion en tenant compte des bagages, du fret, des passagers, de l’équipage et du carburant. Préparer une documentation sur la masse et le centrage.",,
http://data.europa.eu/esco/skill/08cdc2d8-3b6d-491b-8c0e-f631855c8083,key_19870,"13dec4a6-4a4d-4ded-b0ce-7e58ea67ee1d
bb455d21-59a1-44d6-ad95-9d1cbc98bf1e
89ccb55b-94a0-4ae6-99c3-a2eba242325a",skill/competence,cross-sector,tester des dispositifs médicaux,,"S’assurer que les dispositifs médicaux conviennent au patient, les tester et les évaluer pour s’assurer qu’ils fonctionnent comme prévu. Effectuer les réglages nécessaires pour assurer un ajustement, un fonctionnement et un confort corrects.",,
http://data.europa.eu/esco/skill/08cdec3b-0d81-4575-b405-168e3178a768,key_19871,"7428c3e0-0214-4582-9a84-dab80143cadd
83c3e44a-7d5c-4e3b-8b3e-d1f313b12bf1
6ebd5e86-6574-456d-a132-6c8c04bcc024",skill/competence,sector-specific,distribuer des supports d’informations touristiques locales,"réaliser une campagne d’informations touristiques locales
diffuser des supports d’informations touristiques locales
mener une campagne d’informations touristiques locales","Distribuer des dépliants, des cartes et des brochures touristiques aux visiteurs avec des informations et des conseils sur les sites, attractions et événements locaux.",,
http://data.europa.eu/esco/skill/08d0ca45-c99c-4384-8401-b2926a006a88,key_19872,"af08865f-56a3-45af-abfb-dd23261b2ff6
869c860c-cbf6-42fd-b2fb-9c5ae1c5e655
ceabb170-5c0d-47a8-b835-d2167b057f3b",skill/competence,sector-specific,collaborer avec des professionnels animaliers,,"Collaborer avec des professionnels vétérinaires et d’autres professionnels animaliers par la communication de détails sur les animaux, de dossiers de cas et de rapports sommaires oralement ou par transfert écrit ou électronique.",,
http://data.europa.eu/esco/skill/08deb446-76f3-4fa2-bd01-dd368c66880d,key_19873,"4e681ec7-70ca-4e89-b322-18c06d7c7a6b
5445ffb8-5ac5-48b6-923b-bcc39d028565
005adbe9-3118-4535-87c5-ef23dd32497f",knowledge,cross-sector,normes sur les instruments optiques,,"Normes et réglementations nationales et internationales relatives à la qualité et à la sécurité en ce qui concerne l’utilisation et la fabrication des équipements optiques, y compris les matériaux, composants et systèmes optiques, les équipements ophtalmiques, les équipements optomécaniques, les appareils de mesure optique, les équipements photographiques et les équipements optoélectroniques.",,
http://data.europa.eu/esco/skill/08dede9c-570a-462a-931a-481aef87fd6d,key_19874,"e9645ef3-82b0-44ed-8fdd-d268780b86d8
9d859070-7fff-482a-982a-4dcfb27434b8
7bfa76b6-f2b0-4107-9257-ec1b4630fc9e",knowledge,sector-specific,reproduction des animaux d’élevage,"reproduction du bétail
reproduction des animaux de rapport","Comprendre les techniques de reproduction naturelle et artificielle, les périodes de gestation et la mise bas du bétail. Comprendre l’abattage sans cruauté des animaux concernés, conformément à la législation nationale.",,
http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075,key_19875,"a8a490f2-99c6-4881-84b0-a0c3b936535d
bff5f83c-7381-4610-ae0b-d9cf070f4422
aaaf0c8b-82e2-4009-b8f4-c5d20e373665",skill/competence,cross-sector,gérer les retours d’information,,Fournir des retours d’information à d’autres personnes. Évaluer et répondre de façon constructive et professionnelle à la communication critique des collègues et des clients.,,
http://data.europa.eu/esco/skill/08ea0af6-186c-40a3-bf6f-33790dd81120,key_19876,"770e81ad-2e75-4b2e-bba6-025860c75c39
f50214f6-6055-4be9-826f-32777104a297
5559ef6c-7b7a-40ff-a7fa-02ae33ae7fd4",skill/competence,occupation-specific,tester des cigares,,"Tester l’adéquation d’un cigare à tous les niveaux. Il s’agit de saisir le cigare, l’alléger, hydrater son extrémité avant de l’allumer et l’étiqueter.
   ",,
http://data.europa.eu/esco/skill/08edeccc-524f-40ff-8107-2ca973779c83,key_19877,"85d9d6e2-ac5c-4b97-8614-8dab723f1650
25ca3232-1505-4c29-bce7-d374087ca851
3d038f8a-043d-4a00-a122-bd91767d45ec",skill/competence,sector-specific,être un modèle dans les arts communautaires,,Prendre la responsabilité de votre bien-être physique et émotionnel en tant que modèle pour votre groupe. Prendre soin du bien-être de vos participants tout en les guidant dans une séance de danse.,,
http://data.europa.eu/esco/skill/08ee68b2-0a6d-4bdf-a870-a36c0dc8064e,key_19878,"0dd2d102-5f04-477f-86e1-d067f88f3e52
af04c5f7-8c28-4836-b47f-6b49c56eef2a
acb68dc1-2879-4475-818e-ce31b46344ef",skill/competence,cross-sector,produire des dossiers financiers statistiques,,Examiner et analyser les données financières des particuliers et des entreprises afin de produire des rapports ou des dossiers statistiques.,,
http://data.europa.eu/esco/skill/08ee9a78-5eb5-426c-b34e-9ef0e0f88cc5,key_19879,"f0ca1986-8672-4f7e-9e52-5b60ae29a3b3
20fc8ccf-5056-4553-8f2a-cc88c6e0d1b5
160a44af-0994-40f7-b8d3-4e47ac597299",skill/competence,transversal,comprendre l’arménien écrit,,Lire et comprendre des textes écrits en arménien.,,
http://data.europa.eu/esco/skill/08f09776-a8cd-4981-a5d2-21e01ecf078d,key_19880,"19adf7c7-4b0f-4117-b5f4-12c7c5ec7aa1
f967886d-0c21-4f78-afe4-57b7b2099125
2859dcb3-9a0a-467f-9c8c-afeb8cbd646b",skill/competence,cross-sector,calculer les matériaux nécessaires à la construction de l’équipement,,"Déterminer la quantité et le type de matériaux nécessaires à la construction de certaines machines ou de certains équipements.
   ",,
http://data.europa.eu/esco/skill/08f0af26-2178-40d2-9267-6d50a7346555,key_19881,"a31500f4-e350-4069-ad40-8eab60fb145a
1f22a19d-03bb-4f7a-af47-187e4f6b864d
ee841e83-f691-4828-84e5-d98c898a1d82",skill/competence,sector-specific,concilier la technologie d’une entreprise et le ressenti des utilisateurs,,"Analyser et exploiter les points de rencontre de la technologie, de l’expérience utilisateur et de l’entreprise pour créer et développer de nouveaux produits.",,
http://data.europa.eu/esco/skill/08f5c290-a81f-4614-89d2-bb5e81e82276,key_19882,"2a9ed8c7-7cd9-4526-9dcd-d82644165be3
1b0cf8be-0aaf-4ace-8732-2d97d20cd684
72623a7f-abf8-42a7-b5e5-0a5bf424e45a",skill/competence,occupation-specific,fournir un traitement parodontal,,"Gérer les affections et les maladies des gencives, en fournissant un traitement parodontal au besoin et en surveillant les résultats du traitement.",,
http://data.europa.eu/esco/skill/08f6ffcf-4d86-43fe-a94e-f216de331f98,key_19883,"9ced77bf-7578-4111-bb9b-c7ed6f8386c8
c485a080-7eab-479e-a612-5d1faea5af58
7a6e54b0-bc6d-481b-9995-f8ad0741fa2e",skill/competence,sector-specific,préparer des matériaux de couverture,,"Sélectionner les pièces appropriées et, si nécessaire, les préparer pour la fixation en coupant, sciant, taillant les bords.",,
http://data.europa.eu/esco/skill/08f85a8c-c50c-4c97-b456-2fdda7f6a973,key_19884,"51136197-2a70-47b2-a404-7ac882a0fa0c
ad5c188c-e0b8-4cd8-8b06-02498780f970
a80af679-0bea-4396-8e77-7548df1cc48f",knowledge,cross-sector,médecine préventive,,Mesures prises pour la prévention des maladies dans une zone spécifique ou pour un groupe de personnes.,,
http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab,key_19885,"53a3105f-c88f-4ae3-9556-79fa0993a77d
889b9afb-6d46-4f01-98e2-35897ce02448
6cd10f70-2fb5-44f8-b166-0611d0ce3e13",skill/competence,cross-sector,planifier une stratégie de marketing,,"Déterminer l’objectif de la stratégie de marketing, qu’il s’agisse d’établir l’image, de mettre en œuvre une stratégie de prix ou de faire connaître le produit. Établir des approches d’actions marketing pour s’assurer que les objectifs sont atteints efficacement et sur le long terme.",,
http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909,key_19886,"b988c0db-1476-4a84-8109-b0d7c8872800
0f7fe293-cdd4-47e9-b741-b7ad84e55cb7
139910d0-934f-4423-8fdc-5aaf51eef5b2",knowledge,cross-sector,législation sociale,législation du travail,"Législation, au niveau national ou international, qui régit les conditions de travail dans différents domaines entre les différentes parties du monde du travail, telles que le gouvernement, les travailleurs, les employeurs et les syndicats.",,
http://data.europa.eu/esco/skill/0900073c-85f9-4f81-b178-ad9a12371bc3,key_19887,"971d03a1-42b8-4467-a34c-df2c19c6e909
70e66023-5e99-4d37-9cc7-e16270667e54
9ef07cdf-7068-4c2f-b721-bd8d36278017",skill/competence,sector-specific,réagir aux émotions extrêmes des individus,,"Réagir et apporter un soutien approprié en cas de réactions émotionnelles extrêmes de personnes en situation de crise, de détresse extrême ou qui sont traumatisées.",,
http://data.europa.eu/esco/skill/09024161-e90d-47a4-aa78-90bc9244b58d,key_19888,"7e633231-b4a8-4614-8b41-f0cdf822ff69
a78f8c74-6b89-4b88-8e8c-1f429a03e19f
69d6f830-ccdb-4f7b-b26e-fa0e1b7f0196",skill/competence,sector-specific,promouvoir une campagne politique,,"Promouvoir le parti politique ou l’homme politique avant et pendant la campagne électorale afin d’assurer un large public et le résultat le plus avantageux possible pour le candidat ou le parti politique, en effectuant des activités promotionnelles.",,
