ORIGINURI,ID,UUIDHISTORY,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION
http://data.europa.eu/esco/isco/C1342,key_18205,"0e9c0f84-74ef-4e20-9f91-95e49a09cb39
f1030f52-ab1f-4587-af5f-3cad157aa026
5a9f6b26-b11a-41f9-9561-99b7da9b542c",1342,"Cadres de direction, services de santé",,
http://data.europa.eu/esco/isco/C1343,key_18206,"88806793-bd63-4ccb-886d-0bcae2bff6a2
c039f157-5a8b-4038-bf54-800006c859c2
028c5269-25a9-48db-aaf0-c4c08e0c3fe1",1343,"Cadres de direction, services aux personnes âgées",,
http://data.europa.eu/esco/isco/C1344,key_18207,"d51b6891-a649-43e6-8ddc-76f060b9cf74
6f574be3-383a-4c05-a31f-711f33783703
639e1122-ff43-45d5-a8f3-396f734b5c8e",1344,"Cadres de direction, services sociaux",,
http://data.europa.eu/esco/isco/C1345,key_18208,"4f2c542d-681d-4812-aed6-a9247d538921
af488f16-7403-44de-ace5-06aa2a1da262
3c286afb-994d-4c23-9e31-a0ecb28e3418",1345,"Cadres de direction, éducation",,
http://data.europa.eu/esco/isco/C1346,key_18209,"689f93e6-37f4-49ad-97f9-0c68b21730db
3e071697-012f-4bd9-8ecd-192e25f79736
fe474822-0030-4013-8fe6-5c5dcf865764",1346,"Directeurs et cadres de direction, succursales de banque, services financiers et assurances",,
http://data.europa.eu/esco/isco/C1349,key_18210,"d317f224-fbb7-4c6a-b1d3-378be6cdbf12
171b79ce-600f-4bbc-9dc7-be2b8bb5c3ab
f04d593e-a7ad-4847-892f-b7e30fabd331",1349,"Autres cadres de direction, services spécialisés non classés ailleurs",,
http://data.europa.eu/esco/isco/C14,key_18211,"a3464da4-bea0-4128-a2ed-9ced79a95722
60cae1ff-9a46-4db2-afe5-a5d651bdb6b7
7d55c1d2-2852-4072-8b94-88908acc02ca",14,"Directeurs et gérants de l’hôtellerie, la restauration, le commerce et autres services",,
http://data.europa.eu/esco/isco/C141,key_18212,"1f0da2e1-0f6c-4dc0-b91e-ea57f87fb49c
dbd58d3a-405e-4c01-9af2-1c329df59280
5fefccb2-da34-4830-8337-1022f3151bf4",141,"Directeurs et gérants, hôtellerie et restauration",,
http://data.europa.eu/esco/isco/C1411,key_18213,"180af2d4-5b88-4e96-8ee5-8562fd06a386
4eb5afe0-aca4-4a31-98e4-51e2afccf080
8f6e524e-ab4f-4cf9-849e-543bc0b2e2b1",1411,"Directeurs et gérants, hôtellerie",,
http://data.europa.eu/esco/isco/C1412,key_18214,"8b13cb27-2cea-41a9-b04c-b91baea4e680
346ceed8-2233-478e-85c6-eab48162f36a
6d7ed271-444d-470d-ae7b-5a00208260e5",1412,"Directeurs et gérants, restauration",,
http://data.europa.eu/esco/isco/C142,key_18215,"029cd4c3-8be7-4f4f-a677-90511628431d
5446ee5e-0a1a-4612-a698-2c4216afeed0
b94cc64d-79cc-45a1-b840-30848c1748ab",142,"Directeurs et gérants, commerce de détail et de gros",,
http://data.europa.eu/esco/isco/C1420,key_18216,"a031b01f-c4d4-4125-a32d-8203f708028e
a4a52d0d-5638-46d7-b07e-c3a94b120d69
7c439dc3-948f-4c8c-a911-048e2e385d6e",1420,"Directeurs et gérants, commerce de détail et de gros",,
http://data.europa.eu/esco/isco/C143,key_18217,"dde71234-9380-4546-9c5f-65bf3a87e4c8
0e7c68b8-7394-4865-9317-bf226988fa1f
720e2c39-0a12-4f8f-93e1-fe4bd0f2a094",143,Autres directeurs et gérants,,
http://data.europa.eu/esco/isco/C1431,key_18218,"1a037d1e-6bac-49d3-a103-b2901acce7cb
70c9f179-b243-4166-b11d-39329535b7ff
f49951ae-d93f-4c3f-b366-ce1f73c31aa7",1431,"Directeurs et gérants, centres sportifs, centres de loisirs et centres culturels",,
http://data.europa.eu/esco/isco/C1439,key_18219,"ea3bc838-c222-46b6-aba8-3a039e0b2787
a314c96d-69ec-4fa4-b918-92e1c98af9e4
107e8fba-6aec-41e9-97e1-cf81af5285b7",1439,"Directeurs et gérants, services non classés ailleurs",,
http://data.europa.eu/esco/isco/C2,key_18220,"873d2ce9-78f8-4cfb-aa53-d155594cbfa3
cf798848-bb4b-4a15-a1a1-3baf26401d7e
7af32ca1-2eae-497c-8040-56dd4a75a27a",2,Professions intellectuelles et scientifiques,,
http://data.europa.eu/esco/isco/C21,key_18221,"d6db9115-951b-4096-81da-fa7f5b3dd431
2d753fa6-9d40-413c-b654-876a80d684d3
0c12b476-c7d3-4886-8434-20c470d3d52a",21,Spécialistes des sciences techniques,,
http://data.europa.eu/esco/isco/C211,key_18222,"2fe5cf4a-4498-4edd-9385-3be6ea33384c
2e365647-a289-4552-9f7a-4f3841b495d6
d626f64d-dc10-4127-a192-8084fc10de1d",211,"Physiciens, chimistes et assimilés",,
http://data.europa.eu/esco/isco/C2111,key_18223,"76dd3690-5348-4052-a8e8-1eb1874d5c89
fbb1b40e-22ac-4f0d-8507-297744e5efed
a84a42b7-8a2b-4d72-8a2b-7e658c15dcea",2111,Physiciens et astronomes,,
http://data.europa.eu/esco/isco/C2112,key_18224,"c63d71d9-07b6-43d7-b39b-1c47228ef94b
f787eef7-02c9-48e4-81dc-49b668efebcd
7dde11f4-9822-4433-ac73-58f997ee3606",2112,Météorologues,,
http://data.europa.eu/esco/isco/C2113,key_18225,"42e8ee1d-eb53-498a-b693-d78785154011
1902ad77-be4f-4544-9ab8-3c62e0b9c315
b50192da-6319-46a0-a268-00f2b6b75c64",2113,Chimistes,,
http://data.europa.eu/esco/isco/C2114,key_18226,"0678561a-15c8-4f72-b351-10dbf23c8089
84adb9a1-c4b0-4dac-a29b-0a8405570d0a
bb4ffe5f-0af6-4926-9630-15efb3b1276b",2114,Géologues et géophysiciens,,
http://data.europa.eu/esco/isco/C212,key_18227,"e16a4be9-3111-4634-9713-05096563333b
b5dfe8d5-31a9-4b9c-96ef-55799f6616a6
0352688e-196c-40c9-ba48-464ce10021bf",212,"Mathématiciens, actuaires et statisticiens",,
http://data.europa.eu/esco/isco/C2120,key_18228,"ac7aafed-36be-49d3-94d4-4fc093d36cdc
700ea3c2-1cf7-4262-9c41-2dff216d5cc4
69a6c391-5fba-46d4-a386-9d118d07977d",2120,"Mathématiciens, actuaires et statisticiens",,
http://data.europa.eu/esco/isco/C213,key_18229,"b41b3139-c302-4614-8abb-cc8b61ac4ec7
6f503d7e-67fd-43b5-beb1-6ebfa98b4ef6
bcd364ab-ffeb-4705-aad7-095ee6bd848e",213,Spécialistes des sciences de la vie,,
http://data.europa.eu/esco/isco/C2131,key_18230,"c939bd7b-3f9a-4d7c-8628-1ef1544f87f6
10bcd4b7-81f5-4225-89f7-42d51a048524
11da153b-6c0e-4b22-9196-86b0f0b12c4d",2131,"Biologistes, botanistes, zoologistes et assimilés",,
http://data.europa.eu/esco/isco/C2132,key_18231,"bbf81c3f-dfcb-42d2-8b6f-01c42a4643fc
b9b0ab78-f714-40db-9a50-d2720babff21
f7141b10-31f1-4ba3-af4c-1acd647e9cc1",2132,Agronomes et assimilés,,
http://data.europa.eu/esco/isco/C2133,key_18232,"e7afac25-c01e-4f13-969e-962e89634f68
e65d60cd-d52a-4892-81f9-44556d93f259
b0c90018-7cbc-4438-ba3c-4cfbe4991006",2133,Spécialistes de la protection de l’environnement,,
http://data.europa.eu/esco/isco/C214,key_18233,"c3a3b6d0-b919-4e8d-bcc4-ab3dac0e95c0
b2017b5d-5f9b-4716-9390-e61b3e60ff65
0b3dcca1-1d13-448d-81c4-05828786af37",214,"Spécialistes, sciences techniques (sauf électrotechniques)",,
http://data.europa.eu/esco/isco/C2141,key_18234,"40bdffd0-b5b6-46a2-a37e-0f82a7f4ef54
df944697-d12e-478d-b410-0e57688d8621
2a761ecf-ce05-48e4-9f1b-6722f5a06c5f",2141,"Spécialistes, sciences techniques de la production et de l’industrie",,
http://data.europa.eu/esco/isco/C2142,key_18235,"4b3b62e1-e119-4f03-9e53-de52fd97d452
b793d0cc-f811-456d-baf3-24d263fd1c34
30bbbc63-39cb-4e41-8310-e9913fdd3d17",2142,Ingénieurs civils,,
http://data.europa.eu/esco/isco/C2143,key_18236,"559b93d4-77e1-46d8-8477-bf6b79fdb7e6
f30f1256-3b87-426e-b432-0240f878299f
34291aba-1896-439c-bd0e-2198eec9cf4a",2143,Ingénieurs écologistes,,
http://data.europa.eu/esco/isco/C2144,key_18237,"0dfb2b41-493e-447b-bd9b-018b49187127
8a11a976-3a2c-4bb9-8403-8a0be1aa06c7
3641a41e-c8e1-4d90-8502-9dfe4523cd1b",2144,Ingénieurs mécaniciens,,
http://data.europa.eu/esco/isco/C2145,key_18238,"02b512e5-aef3-4e7c-9479-64adfb19e07b
0ea73911-e9c0-46c8-824a-139dade97857
33bee948-58c1-4921-a846-91811286441f",2145,Ingénieurs chimistes,,
http://data.europa.eu/esco/isco/C2146,key_18239,"4ae6cc7b-31ce-49bd-b651-830250b39fff
3fa6adf5-636e-4a31-98fb-ada90aa16945
9992a1cc-ed3e-4e4b-b084-5371f0fc09ef",2146,"Ingénieurs des mines, ingénieurs métallurgistes et assimilés",,
http://data.europa.eu/esco/isco/C2149,key_18240,"11c58c02-b751-407f-b9cd-038c6ac353bd
4f2e7091-c203-4762-a3aa-0866cb08217b
61aef953-de5a-4707-ac93-8fa70bcbd66d",2149,"Spécialistes, sciences techniques non classés ailleurs",,
http://data.europa.eu/esco/isco/C215,key_18241,"61173d43-eec7-4560-a114-7fc2b724c6e2
b2da0cd2-7f7b-4426-bbf0-4cb7029dc37b
5dc0bb75-43fc-4df7-af69-284e64cec7bb",215,Ingénieurs de l’électrotechnique,,
http://data.europa.eu/esco/isco/C2151,key_18242,"753243e1-bf48-41ad-8721-ef490cb6bb3a
36387d8b-4d63-4a75-bc12-5be02dd95a82
96e93d33-aed9-45bd-a534-3de6ebf76bdb",2151,Ingénieurs électriciens,,
http://data.europa.eu/esco/isco/C2152,key_18243,"871e38f2-ed1f-43d9-b43e-278c5d1adec4
1e42809b-62fc-4040-9504-f7451a36ebe0
741488dd-6930-41ba-b22b-eefbb5bc3bda",2152,Ingénieurs électroniciens,,
http://data.europa.eu/esco/isco/C2153,key_18244,"222f36e0-4738-4ac1-97f8-c1824b3d4fbb
1f7f58cb-4e7e-444c-a04b-a3dd8191268f
8eca83f9-a79b-4c07-9364-912ec2461a16",2153,Spécialistes des télécommunications,,
http://data.europa.eu/esco/isco/C216,key_18245,"54988b45-612f-4809-b877-421711db024d
cc062abc-d5cf-466e-8166-d47df9b6635a
20d41b6c-641e-4e3a-9ae1-e7685727765e",216,"Architectes, urbanistes, géomètres et concepteurs",,
http://data.europa.eu/esco/isco/C2161,key_18246,"4c332503-6f2c-41e1-95bc-9fb7157c0eba
6d92f6f7-cac3-4391-a926-c4649c5a7731
0664330b-b4da-45b6-9b07-8ca4718ab3f4",2161,"Architectes, bâtiment",,
http://data.europa.eu/esco/isco/C2162,key_18247,"8fee21c6-5adc-4258-a6e0-dc6de57ad525
b665241a-6a6a-4692-b98d-decb8e0c56aa
921365c9-b307-4baa-952b-31868578bc30",2162,Architectes paysagistes,,
http://data.europa.eu/esco/isco/C2163,key_18248,"00e0c586-5b6e-48ba-96fd-48d13c2ed34b
6912ee13-c76f-47b8-8ac0-8f733c32314a
969edafa-6d94-4a43-b50b-934b40840d27",2163,Concepteurs modélistes de produits et de vêtements,,
http://data.europa.eu/esco/isco/C2164,key_18249,"4ce6738e-7484-447c-8a4d-416aff65b1bb
35cac9c8-2f85-41e5-9ecc-be03b7f7ac79
e1ffbde4-2196-4919-b3cb-7ac24f039b74",2164,Urbanistes et ingénieurs de la circulation routière,,
http://data.europa.eu/esco/isco/C2165,key_18250,"4d75e69d-5de2-49cf-b4f7-f4d7ba97ed5c
f66c8b9e-54fc-49cd-885b-1b91da9874a5
049a9c0f-c49d-4916-b44f-4aea4a2c6dbb",2165,Cartographes et géomètres,,
http://data.europa.eu/esco/isco/C2166,key_18251,"6203e91b-f8a9-4657-b545-0e8314a6e7e1
76afb0e3-ad04-4940-bafc-f37ddd17aa0a
949616c1-7eeb-48f7-a42a-e377b65796c9",2166,"Concepteurs graphiques, multimédia – graphistes",,
http://data.europa.eu/esco/isco/C22,key_18252,"916fcbe5-7301-46dc-b5b1-787af1f8c457
037c0193-78d1-48c8-a95a-42813af55941
ed27cd8b-ca71-41ab-8e33-9785cc761949",22,Spécialistes de la santé,,
http://data.europa.eu/esco/isco/C221,key_18253,"814077a1-f4e7-499f-95f7-f3bb60a1895e
7827c505-787e-47b1-9277-b8cc30837861
832b5917-8b53-4968-b2de-efe1143d8d2e",221,Médecins,,
http://data.europa.eu/esco/isco/C2211,key_18254,"0fdaf930-3848-45f4-8df6-22f8ec9fa18f
52adb121-63bf-4c39-8b96-ef80a10d6d49
296c2246-5586-4abb-97db-98f33f7a3793",2211,Médecins généralistes,,
http://data.europa.eu/esco/isco/C2212,key_18255,"bf6bf224-9f3b-4fb7-ba7f-94970e59387f
4d894526-96ee-4fb5-ac68-2bee60de386e
315e03df-55d6-4a2a-a5b7-938e69eee735",2212,Médecins spécialistes,,
http://data.europa.eu/esco/isco/C222,key_18256,"fa9c4bbf-65d2-4e2e-b48f-4f71b704a716
94c642cb-e954-4670-b2d3-024efa90a3a6
7f6b5a34-6e50-43cf-93e1-7d3f011ea6d1",222,Cadres infirmiers et sages-femmes,,
http://data.europa.eu/esco/isco/C2221,key_18257,"90b121ad-b5a6-49b4-850a-28b1d1477523
5fa33265-427f-40ed-aec5-fb0c84450282
4797d607-2895-49a4-8691-65075a3a96b5",2221,Cadres infirmiers,,
http://data.europa.eu/esco/isco/C2222,key_18258,"e0a5292b-893a-4be1-a6e3-fd31b7a8624f
d42e6348-c61f-4317-88a7-32328c12a75b
d208f03f-ee60-40de-8aaa-d414f265fb7b",2222,Sages-femmes,,
http://data.europa.eu/esco/isco/C223,key_18259,"c679b50c-3981-4a51-9454-6bcfafea304e
9dfe1ec1-9dac-47fa-b176-d99b3c3e8671
c0b15d9c-0bee-40ec-ab50-19915e4f70f3",223,Spécialistes des médecines traditionnelles et des médecines complémentaires,,
http://data.europa.eu/esco/isco/C2230,key_18260,"4a6993d2-7e4c-4f15-b970-71ff55e577fa
302c7a5e-9390-4c6a-a7cc-982508edfb3a
f60e679e-aed7-4b0e-b51f-fc71b1a074a7",2230,Spécialistes des médecines traditionnelles et des médecines complémentaires,,
http://data.europa.eu/esco/isco/C224,key_18261,"c6eb20ab-fb03-4a97-9286-b6b1cf3d25b1
9d4f2e47-ba7b-4d0e-b9f2-1d9377fe96bd
181b4107-0c41-4e33-9d1e-e0f24a2ceb62",224,Praticiens paramédicaux,,
http://data.europa.eu/esco/isco/C2240,key_18262,"1a175ea2-6820-425a-83c3-6b26bded2a1e
22a766b7-d0b6-44d6-9195-40670610d9fb
20a9eb3c-ac6a-4c6f-a92a-dca0a8daed0d",2240,Praticiens paramédicaux,,
http://data.europa.eu/esco/isco/C225,key_18263,"8ac063f1-e3e8-4ff8-b121-77a22636f6c1
e61f27ad-e442-4643-b989-83dcd93b931f
fe78539b-132d-4203-bd22-763e01d48312",225,Vétérinaires,,
http://data.europa.eu/esco/isco/C2250,key_18264,"16ce49fd-8837-48ab-a518-ff063e48f828
37207c4c-9607-4980-a135-53a81a9421af
eb3e9d49-a00c-4391-9ec1-d055bfd7c042",2250,Vétérinaires,,
http://data.europa.eu/esco/isco/C226,key_18265,"a6436e9a-0d0d-48ef-94d0-2cc2715121ea
31e5630d-091c-4285-a058-728e234192fd
8da59ec8-a5d8-4d4a-a28e-92656a5c7313",226,Autres spécialistes des professions de la santé,,
http://data.europa.eu/esco/isco/C2261,key_18266,"f1aa6da0-57ab-43c8-81d0-a536bfbc14e7
9a496380-5cbd-4db7-bb8e-71e044ca3584
e5f90a7e-cc99-469f-bb8d-86a9dac29f29",2261,Dentistes,,
http://data.europa.eu/esco/isco/C2262,key_18267,"23384252-a6b4-4187-b375-ea5a308bd37a
72f55250-7a23-4a83-9120-01123dbf0ef7
71b8042a-a8cd-4682-8740-a7b37b4a6484",2262,Pharmaciens,,
http://data.europa.eu/esco/isco/C2263,key_18268,"06eb1339-1137-4cfa-9fc8-b5661ff6660e
ed8a9617-c2e0-4ef0-afff-7ae32521fa72
0cac3461-d82a-41de-964d-4c57d3b0c093",2263,"Spécialistes de la salubrité de l’environnement, de l’hygiène et de la santé au travail",,
http://data.europa.eu/esco/isco/C2264,key_18269,"72c56871-8c2c-47fd-8763-8026edcff8da
644bbd73-724b-4510-a9eb-2f1bbd89aec1
c87b1d7d-b3e4-41b2-8754-6c8f2afe651f",2264,Physiothérapeutes,,
