conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,released,knowledge,sector-specific,,"Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en Haskell.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programmation informatique | développement et analyse de logiciels et d’applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,développement par incréments,released,knowledge,sector-specific,,Le modèle de développement par incréments est une méthode de conception de logiciels et d’applications.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,développement et analyse de logiciels et d’applications | méthodes de gestion de projets TIC
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,released,knowledge,sector-specific,,"Le programme informatique KDevelop est une suite d’outils de développement de logiciels destinés à l’écriture de programmes (tels qu’un compilateur, un programme de débogage, un éditeur de code et un surligneur), intégrés dans une interface utilisateur unifiée. Il est développé par la communauté logicielle KDE.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,conception et administration de bases de données et de réseau | environnement de développement intégré
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (systèmes de gestion de l’apprentissage),released,knowledge,sector-specific,,"Le système d’apprentissage Absorb est une plateforme d’apprentissage en ligne pour créer, administrer et dispenser des cours d’apprentissage en ligne ou des programmes de formation pour les élèves de l’enseignement secondaire.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systèmes de gestion de l’apprentissage | conception et administration de bases de données et de réseau
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,transférer des données existantes,released,skill/competence,sector-specific,,"Appliquer des méthodes de migration et de conversion des données existantes, afin de transférer ou de convertir des données entre formats, systèmes de stockage ou systèmes informatiques.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gérer, collecter et stocker des données numériques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,définir la structure physique de la base de données,released,skill/competence,sector-specific,bâtir l’architecture d’une base de données | définir la structure de stockage physique de la base de données | constituer la structure physique de la base de données | construire l’architecture d’une base de données | définir la structure logique de la base de données | organiser les données,"Spécifier la configuration physique des fichiers de base de données sur un support donné. Il s’agit de spécifications détaillées des options d’indexation, des types de données et des éléments de données placés dans le dictionnaire de données.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gérer, collecter et stocker des données numériques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,released,knowledge,sector-specific,,"La plateforme Maltego est une application de police scientifique qui utilise l’exploration de données pour fournir une vue d’ensemble de l’environnement des organisations, teste les faiblesses de sécurité du système en cas d’accès potentiellement non autorisé et démontre la complexité des défaillances des infrastructures.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,outil de test d’intrusion | développement et analyse de logiciels et d’applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,utiliser un équipement radio,released,skill/competence,cross-sector,,"Installer et utiliser des appareils radio et des accessoires, tels que des consoles de diffusion, des amplificateurs et des microphones. Comprendre les bases du langage de l’opérateur radio et, si nécessaire, fournir des instructions afin de manipuler correctement l’équipement radio.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235,exploiter des équipements de communication | coordonner des communications à distance
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,,"Techniques et principes de développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en Erlang.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,développement et analyse de logiciels et d’applications | programmation informatique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,gérer la classification des données sur les TIC,released,skill/competence,sector-specific,,Superviser le système de classification utilisé par une organisation pour organiser ses données. Attribuer un propriétaire à chaque concept ou ensemble de concepts de données et déterminer la valeur de chaque élément de données.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,"gérer, collecter et stocker des données numériques | gérer l’architecture des données TIC"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,structure de l’information,released,knowledge,sector-specific,,"Le type d’infrastructure qui définit le format des données: semi-structuré, non structuré et structuré.",http://data.europa.eu/esco/isced-f/0612,conception et administration de bases de données et de réseau
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,gérer les réseaux TIC temporaires lors de représentations en direct,released,skill/competence,occupation-specific,,"Gérer la mise en place de réseaux destinés à la diffusion de signaux de commande pour des applications liées à l’événementiel et aux arts du spectacle. Assurer la coordination avec les différents utilisateurs. Définir et mettre en place les équipements, câbles, connexions et dispositifs. Configurer, tester et contrôler les équipements et les performances du réseau. Les signaux de commande incluent, par exemple, les données DMX, RDM, MIDI, Timecode, de suivi et de position, mais aussi les signaux audio, vidéo et de position.
   ",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,mettre en place des systèmes informatiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,se tenir au courant de la transformation numérique de procédés industriels,released,skill/competence,sector-specific,,S’informer des innovations numériques applicables aux procédés industriels. Intégrer ces transformations dans les processus de l’entreprise visant des modèles économiques compétitifs et rentables.,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,suivre l’évolution dans un domaine d’expertise
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,configurer du matériel de bureau,released,skill/competence,occupation-specific,,"Raccorder les équipements de bureau, tels que les modems, les scanners et les imprimantes, au réseau électrique et effectuer la liaison équipotentielle pour éviter les différences dangereuses de potentiel. Vérifier le bon fonctionnement de l’installation. Surveiller les réglages et préparer l’appareil à l’utilisation.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,réaliser des tâches de bureau et administratives
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,released,knowledge,sector-specific,,"Techniques et principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en langage SAS.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,développement et analyse de logiciels et d’applications | programmation informatique | logiciel de système d'analyse statistique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,utiliser une interface spécifique à une application,released,skill/competence,sector-specific,,Comprendre et utiliser les interfaces propres à une application ou à un cas d’utilisation.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,travailler avec des ordinateurs
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,concevoir des systèmes électriques,released,skill/competence,cross-sector,,"Faire des croquis et concevoir des systèmes, des produits et des composants électriques à l’aide de logiciels et d’équipements de conception assistée par ordinateur (CAO). Dessiner les plans de disposition des panneaux, les schémas électriques, les schémas de câblage électrique et d’autres détails d’assemblage.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,concevoir des systèmes ou équipements électriques ou électroniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,définir des règles de pare-feu,released,skill/competence,sector-specific,,Préciser les règles devant régir un ensemble de composants visant à limiter l’accès entre des groupes de réseaux ou un réseau particulier et l’Internet.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protéger des dispositifs tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,utiliser les systèmes de registres d’un entrepôt,released,skill/competence,sector-specific,,"Utiliser des systèmes d’enregistrement des informations sur les produits, les emballages et les commandes dans des formats et types d’enregistrements spécifiques.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,exécuter des opérations d’entreposage | tenir des registres opérationnels
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"Le moteur de jeu Crypto CryEngine, qui est une plate-forme logicielle composée d’environnements de développement intégrés et d’outils de conception spécialisés, conçus pour l’itération rapide de jeux informatiques issus de l’utilisateur.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systèmes de création de jeux numériques | techniques audiovisuelles et production multimédia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,utiliser la CAO pour réaliser des semelles,released,skill/competence,sector-specific,,"Numériser et scanner les produits. Travailler avec des fichiers dans différents systèmes CAO. Produire des modèles 3D de semelles et créer des dessins assistés par ordinateur en 2D. Classer et obtenir la série de dimensions. Préparer les spécifications techniques pour la fabrication. Réaliser des études techniques assistées par ordinateur en 2D et 3D, et des dessins techniques de moules pour semelles vulcanisées et injectées. Exporter les fichiers des modèles virtuels vers des imprimantes 3D, CAM ou systèmes CNC.",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,utiliser des outils de conception et de dessin assistés par ordinateur | utiliser un logiciel de CAO
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,créer des environnements en 3D,released,skill/competence,sector-specific,,"Développer une représentation 3D générée par ordinateur d’un environnement simulé, où les utilisateurs interagissent.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"utiliser un logiciel d’infographie 3D | concevoir des matériaux, systèmes ou produits industriels"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,effectuer une analyse de données en ligne,released,skill/competence,cross-sector,,"Analyser les expériences en ligne et les données en ligne afin de comprendre le comportement des utilisateurs, les déclencheurs de l’attention en ligne et d’autres facteurs qui pourraient optimiser le développement et l’exposition des pages Web.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"traiter des informations qualitatives | effectuer une analyse de données | gérer, collecter et stocker des données numériques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,gérer la conformité en matière de sécurité des TIC,released,skill/competence,sector-specific,,"Guider l’application et le respect des normes industrielles pertinentes, des meilleures pratiques et des exigences légales en matière de sécurité des informations.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gérer, collecter et stocker des données numériques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,mots-clés dans du contenu numérique,released,knowledge,sector-specific,,Outils numériques permettant d’effectuer une recherche par mot-clé. Les systèmes de recherche d’informations reconnaissent le contenu d’un document sur la base des mots clés et des métadonnées.,http://data.europa.eu/esco/isced-f/0611,utilisation d’un ordinateur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,modéliser des dispositifs médicaux,released,skill/competence,sector-specific,,"Modéliser des dispositifs médicaux à l’aide d’un logiciel de conception technique.
   ",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,utiliser des outils de conception et de dessin assistés par ordinateur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,utiliser une carte d’expérience,released,skill/competence,sector-specific,,"Examiner toutes les interactions et tous les points de contact que les individus ont avec un produit, une marque ou un service. Déterminer les variables clés telles que la durée et la fréquence de chaque point de contact.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gérer, collecter et stocker des données numériques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,logiciel de sous-titrage,released,knowledge,occupation-specific,,"Différents logiciels, tels que Telestream et MovieCaptioners, permettant de créer des légendes et des sous-titres dans un fichier qui est fusionné avec les images réelles.",http://data.europa.eu/esco/isced-f/0613,développement et analyse de logiciels et d’applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normaliser les données,released,skill/competence,sector-specific,assurer la cohérence | normaliser des données informatiques | normaliser des données | effectuer un prétraitement des données | préparer les données | limiter la dépendance | éliminer les redondances,"Réduire les données à leur forme de base précise (formes normales) afin d’obtenir des résultats tels que la minimisation de la dépendance, l’élimination de la redondance, l’augmentation de la cohérence.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,"gérer, collecter et stocker des données numériques | créer des traitements de données"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,créer un prototype de solution en matière d’expérience utilisateur,released,skill/competence,sector-specific,créer un prototype de solution en matière d’expérience utilisateur | créer un prototype de solution en matière d’UX | concevoir un prototype de solution en matière d’expérience utilisateur | concevoir un prototype de solution en matière d’UX | UX | créer un prototype de solution basée sur l’expérience utilisateur,"Concevoir et préparer des maquettes, des prototypes et des flux afin de tester des solutions d’expérience utilisateur (UX) ou de recueillir les retours d’information des utilisateurs, clients, partenaires ou parties prenantes.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gérer des informations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,appliquer les politiques organisationnelles du système,released,skill/competence,cross-sector,,"Mettre en œuvre des politiques internes relatives au développement, à l’utilisation interne et externe des systèmes technologiques, tels que les systèmes logiciels, les systèmes de réseau et les systèmes de télécommunications, afin d’atteindre un ensemble d’objectifs et de cibles concernant le fonctionnement efficace et la croissance d’une organisation.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,faire preuve de loyauté | respecter les procédures opérationnelles | appliquer les politiques d’une entreprise
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,proposer des solutions TIC aux problèmes des entreprises,released,skill/competence,cross-sector,offrir des solutions TIC aux problèmes des entreprises | proposer des solutions techniques aux problèmes des entreprises | proposer des solutions TIC aux problèmes commerciaux | proposer des solutions TIC aux problèmes rencontrés par les entreprises | apporter des solutions aux problèmes des entreprises,Proposer des solutions fondées sur les TIC afin d’améliorer les processus d’entreprise.,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,trouver des solutions aux problèmes | concevoir des systèmes ou applications tic | élaborer une stratégie pour résoudre les problèmes | résoudre des problèmes techniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,calculer les coûts des opérations de réparation,released,skill/competence,sector-specific,,Calculer les coûts des matériaux et de la main-d’œuvre pour des opérations de réparation ; comprendre les programmes informatiques correspondants.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,effectuer des calculs | évaluer le coût d’exploitation | estimer les besoins en ressources
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,exploiter des systèmes d’intégration des médias,released,skill/competence,occupation-specific,,"Exploiter un système d’intégration des médias pour des applications liées à l’événementiel et aux arts du spectacle lors de la mise en place, de la configuration, des répétitions et des représentations en direct.
   ",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,exploiter des équipements audiovisuels
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"Le programme d’ordinateur WizIQ est une plateforme d’apprentissage en ligne pour la création, l’administration, l’organisation, l’établissement de rapports et la fourniture de cours d’apprentissage en ligne ou de programmes de formation.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systèmes de gestion de l’apprentissage | conception et administration de bases de données et de réseau
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administrer un système de TIC,released,skill/competence,sector-specific,gérer un système de TIC | administrer les composants d’un système de TIC | faire fonctionner un système informatique | administrer un réseau de TIC | exploiter un système,"Gérer les composants du système TIC en maintenant la configuration, en gérant les utilisateurs, en surveillant l’utilisation des ressources, en effectuant des sauvegardes et en installant du matériel ou des logiciels pour se conformer aux exigences établies.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20 | http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,mettre en place des systèmes informatiques | maintenir un système de TIC
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,gérer des données de recherche,released,skill/competence,cross-sector,,"Produire et analyser des données scientifiques obtenues grâce à des méthodes de recherche qualitatives et quantitatives. Stocker et tenir à jour les données dans des bases de données de recherche. Soutenir la réutilisation des données scientifiques et connaître les principes de gestion des données ouvertes.
    ",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gérer des informations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,impression numérique,released,knowledge,sector-specific,,"Technique permettant d’imprimer directement une image numérique sur divers matériaux, principalement à l’aide d’une imprimante à jet d’encre ou à laser.",http://data.europa.eu/esco/isced-f/0211,techniques audiovisuelles et production multimédia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (outil de test d’intrusion),released,knowledge,sector-specific,,"L’outil logiciel Cain & Abel est un outil de récupération de mots de passe qui teste le système d’exploitation Microsoft pour détecter les failles de sécurité et les accès potentiellement non autorisés aux informations relatives au système. L’outil décode, décrypte et casse les mots de passe par des moyens tels que les attaques par force brute et par cryptanalyse, en sniffant le réseau et en analysant les protocoles.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,outil de test d’intrusion | développement et analyse de logiciels et d’applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,cycle de développement logiciel,released,knowledge,cross-sector,conception d’un logiciel | cycle de développement | SDLC | cycle de développement d’un logiciel | création de logiciel | développement d’un logiciel | cycle de développement d’une application,"Séquence des étapes, telles que la planification, la création, les essais et le déploiement, ainsi que les modèles de développement et de gestion du cycle de vie d’un système.",http://data.europa.eu/esco/isced-f/0613,développement et analyse de logiciels et d’applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,logiciel de transport lié à un progiciel de gestion intégré,released,knowledge,cross-sector,logiciel de transport lié à un système d’ERP,"Logiciels de gestion pour la collecte, la gestion et l’interprétation des données relatives à la navigation, au paiement, à l’inventaire, à la fabrication appliquée au transport et à la distribution.",http://data.europa.eu/esco/isced-f/0413,gestion et administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,effectuer une commande de processus automatisée,released,skill/competence,cross-sector,,Utiliser un système de contrôle de processus ou un système d’automatisation (PAS) utilisé pour contrôler automatiquement un processus de production.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,exploiter des équipements industriels de précision
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,gérer un processus informatisé de demande de modifications,released,skill/competence,sector-specific,,"Indiquer les raisons d’une demande de modifications dans le domaine des TIC, en précisant quel changement doit être effectué au niveau du système, et en exécutant ou en supervisant son exécution.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,diriger des activités opérationnelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,utiliser le langage IDL,released,skill/competence,occupation-specific,,Utiliser un langage de spécification pour décrire la connexion d’interface entre des composants logiciels ou des programmes de manière indépendante du langage de programmation. Les langages qui supportent cette méthode sont entre autres CORBA et WSDL.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,concevoir des interfaces pour les composants | concevoir des interfaces d’application | programmer des systèmes informatiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,planifier une migration vers l’informatique en nuage,released,skill/competence,sector-specific,,"Définir le volume de travail et les processus existants qui pourraient migrer vers l’informatique en nuage et choisir des outils à cette fin. Définir une nouvelle architecture en nuage pour une infrastructure existante, planifier une stratégie de migration du volume de travail actuel vers l’informatique en nuage.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,gérer les changements dans un système de TIC | travailler avec des ordinateurs
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,utiliser la navigation radar,released,skill/competence,sector-specific,,Utiliser les équipements modernes de navigation radar pour assurer la sécurité de l’exploitation des navires.,http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,utiliser un équipement radar | exploiter des équipements de communication
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,mettre en œuvre la planification d’itinéraires dans le cadre de services de mobilité intelligente,released,skill/competence,sector-specific,,"Utiliser des moteurs de recherche spécialisés, tels que des planificateurs d’itinéraires ou de parcours, pour proposer les meilleurs itinéraires sur la base de différents critères tels que le moyen de transport, l’heure de départ et d’arrivée, le lieu, la durée du voyage.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,utiliser des outils numériques de collaboration et de productivité
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,gestion de projets par méthode Agile,released,knowledge,sector-specific,,"L’approche de gestion de projets Agile est une méthode de planification, de gestion et de supervision des ressources informatiques, afin d’atteindre des objectifs spécifiques et d’utiliser les outils informatiques de gestion de projets.",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0413,méthodes de gestion de projets TIC | gestion et administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,systèmes modernes de signalisation électrique,released,knowledge,sector-specific,,Comprendre les systèmes de signalisation traditionnels et modernes; exploiter des systèmes de signalisation ferroviaire.,http://data.europa.eu/esco/isced-f/1041,services de transport
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,outils de système de gestion de réseau,released,knowledge,sector-specific,,"Outils logiciels ou matériels permettant le suivi, l’analyse et la supervision de différents composants de réseau ou de parties de réseau au sein d’un réseau plus étendu.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0612,infrastructure des TIC | conception et administration de bases de données et de réseau
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,utiliser des langages de balisage,released,skill/competence,sector-specific,utiliser RSS | utiliser SVG | utiliser XHTML | utiliser XML | utiliser HTML | utiliser des langages de description de page | utiliser des langages de description,"Utiliser des langages informatiques qui se distinguent syntaxiquement du texte pour ajouter des annotations à un document, spécifier la mise en page et traiter des types de documents tels que HTML.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programmer des systèmes informatiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,développer des méthodes de migration automatisées,released,skill/competence,sector-specific,,"Créer un transfert automatisé des informations sur les TIC entre les types de stockage, les formats et les systèmes afin d’éviter que les ressources humaines n’effectuent la tâche manuellement.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,élaborer des politiques et procédures opérationnelles
