ORIGINURI,ID,UUIDHISTORY,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION
http://data.europa.eu/esco/isco/C134,key_18203,"ce01ef8d-d94e-43fd-9869-59fbb90ab1db
79d5026e-629b-4815-bca8-64b09713a632",134,"Cadres de direction, services spécialisés",,
http://data.europa.eu/esco/isco/C1341,key_18204,"7df6c22c-1fd8-4550-a62f-4f7ca16ade65
57f1661c-ef16-42a7-8d36-3e2cde0ca5bb",1341,"Cadres de direction, garde d’enfants",,
http://data.europa.eu/esco/isco/C1342,key_18205,"2e3cebf3-9685-4512-8f90-18041ad91040
5a9f6b26-b11a-41f9-9561-99b7da9b542c",1342,"Cadres de direction, services de santé",,
http://data.europa.eu/esco/isco/C1343,key_18206,"c9251fc3-d5cf-4537-b5d5-6cc25822d559
028c5269-25a9-48db-aaf0-c4c08e0c3fe1",1343,"Cadres de direction, services aux personnes âgées",,
http://data.europa.eu/esco/isco/C1344,key_18207,"fbef8ea0-1b6f-4451-bd08-d712c79d82bf
639e1122-ff43-45d5-a8f3-396f734b5c8e",1344,"Cadres de direction, services sociaux",,
http://data.europa.eu/esco/isco/C1345,key_18208,"982591ef-29c5-4c1d-85bb-8df56a3a6514
3c286afb-994d-4c23-9e31-a0ecb28e3418",1345,"Cadres de direction, éducation",,
http://data.europa.eu/esco/isco/C1346,key_18209,"d1a80a5e-7dc7-4184-b7f9-493bcf4b0083
fe474822-0030-4013-8fe6-5c5dcf865764",1346,"Directeurs et cadres de direction, succursales de banque, services financiers et assurances",,
http://data.europa.eu/esco/isco/C1349,key_18210,"25bb62b4-742e-459f-aca1-f2932b6fc7f8
f04d593e-a7ad-4847-892f-b7e30fabd331",1349,"Autres cadres de direction, services spécialisés non classés ailleurs",,
http://data.europa.eu/esco/isco/C14,key_18211,"5371cc00-dabc-4f57-9e29-04c9fce01e83
7d55c1d2-2852-4072-8b94-88908acc02ca",14,"Directeurs et gérants de l’hôtellerie, la restauration, le commerce et autres services",,
http://data.europa.eu/esco/isco/C141,key_18212,"2be7f44e-d71e-4a42-b349-d52a7fd3d97a
5fefccb2-da34-4830-8337-1022f3151bf4",141,"Directeurs et gérants, hôtellerie et restauration",,
http://data.europa.eu/esco/isco/C1411,key_18213,"d11544d9-0681-4890-b5a6-15d0e96e173f
8f6e524e-ab4f-4cf9-849e-543bc0b2e2b1",1411,"Directeurs et gérants, hôtellerie",,
http://data.europa.eu/esco/isco/C1412,key_18214,"7194be36-26d6-46a2-8493-a8e2ffd50c53
6d7ed271-444d-470d-ae7b-5a00208260e5",1412,"Directeurs et gérants, restauration",,
http://data.europa.eu/esco/isco/C142,key_18215,"db6e4f36-ff5e-4df9-9529-09a53e86c8ef
b94cc64d-79cc-45a1-b840-30848c1748ab",142,"Directeurs et gérants, commerce de détail et de gros",,
http://data.europa.eu/esco/isco/C1420,key_18216,"6956bf80-0664-427e-bb4c-37fdffd0061a
7c439dc3-948f-4c8c-a911-048e2e385d6e",1420,"Directeurs et gérants, commerce de détail et de gros",,
http://data.europa.eu/esco/isco/C143,key_18217,"4567606c-7fff-4c94-8863-24155892cae9
720e2c39-0a12-4f8f-93e1-fe4bd0f2a094",143,Autres directeurs et gérants,,
http://data.europa.eu/esco/isco/C1431,key_18218,"01847699-11e2-43aa-b094-a65cd1f9cd00
f49951ae-d93f-4c3f-b366-ce1f73c31aa7",1431,"Directeurs et gérants, centres sportifs, centres de loisirs et centres culturels",,
http://data.europa.eu/esco/isco/C1439,key_18219,"b34c4a8f-6364-49d8-b8ae-12a6efc96e7e
107e8fba-6aec-41e9-97e1-cf81af5285b7",1439,"Directeurs et gérants, services non classés ailleurs",,
http://data.europa.eu/esco/isco/C2,key_18220,"ece8c3a6-c4f2-439d-9d7d-713651724487
7af32ca1-2eae-497c-8040-56dd4a75a27a",2,Professions intellectuelles et scientifiques,,
http://data.europa.eu/esco/isco/C21,key_18221,"716c6274-5ced-4bad-9687-7a04629a3f73
0c12b476-c7d3-4886-8434-20c470d3d52a",21,Spécialistes des sciences techniques,,
