ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,key_19944,"72743002-7f16-4873-8902-7db4189b3a10
70c21a7e-faa9-4189-9537-a221a6ab9f67",knowledge,cross-sector,logiciel de transport lié à un progiciel de gestion intégré,logiciel de transport lié à un système d’ERP,"Logiciels de gestion pour la collecte, la gestion et l’interprétation des données relatives à la navigation, au paiement, à l’inventaire, à la fabrication appliquée au transport et à la distribution.",,
http://data.europa.eu/esco/skill/09fd83e2-2e47-4e56-9200-0393c05f9a71,key_19945,"44fff24a-a7f7-4d4d-93b3-1b434e597217
92b03571-075e-4298-9f66-5b127ba5ded3",skill/competence,cross-sector,travailler sur des surfaces irrégulières,,"Effectuer des travaux sur des surfaces inégales, grimper sur des échelles et exécuter des tâches sur le toit des wagons.",,
http://data.europa.eu/esco/skill/0a017a46-23aa-4b9e-83b5-0ef1817fbad9,key_19946,"aae7b43d-a161-41a3-bf27-576bd764163d
10ebc54d-c146-4e7a-905b-16a493f217a1",skill/competence,sector-specific,mesurer la densité de liquides,,"Mesure de la densité des liquides, y compris les huiles, à l’aide d’instruments tels que des hygromètres ou des tubes oscillants.",,
http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,key_19947,"a3aaacce-f7fe-46a8-b207-d31f85a8a3ea
8395c7f7-5250-4c9d-b4f0-2c5d485aff0c",skill/competence,cross-sector,effectuer une commande de processus automatisée,,Utiliser un système de contrôle de processus ou un système d’automatisation (PAS) utilisé pour contrôler automatiquement un processus de production.,,
http://data.europa.eu/esco/skill/0a06b0a8-d931-44ba-b85a-3e0e617261c3,key_19948,"84f59475-1e6b-475d-86f2-7b99f298e3a3
3ecf80d4-d6aa-4ce1-9c6f-81b67e1de419",skill/competence,sector-specific,soutenir les usagers des services sociaux en fin de vie,,"Aider les personnes à se préparer à la fin de vie et à planifier les soins et le soutien qu’elles souhaitent recevoir tout au long du processus de décès, en leur fournissant des soins et un soutien à l’approche du décès et en exécutant les actions convenues immédiatement après le décès.",,
http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,key_19949,"214e275c-e2de-4e36-9d86-7bd0b27635f1
ce38b4d4-a1fb-43c2-ba1d-a1e4dee6d0cd",skill/competence,sector-specific,gérer un processus informatisé de demande de modifications,,"Indiquer les raisons d’une demande de modifications dans le domaine des TIC, en précisant quel changement doit être effectué au niveau du système, et en exécutant ou en supervisant son exécution.",,
http://data.europa.eu/esco/skill/0a0c89e8-6ddc-48db-89c4-774335309a22,key_19950,"c32ac0c3-27c1-49d7-a810-f91fd1090050
e1036a4a-f73b-44a0-9606-d0a4bf387012",skill/competence,sector-specific,poser une couche de base,"poser une couche d’assise
poser une couche de fondation routière","Poser les couches stabilisatrices qui soutiennent une route. Poser la fondation de la route, ce qui améliore les propriétés de drainage de la route, et une sous-couche si nécessaire. Utiliser le matériau approprié, généralement un mélange d’agrégats ou de matériaux secondaires locaux, parfois avec des liants.",,
http://data.europa.eu/esco/skill/0a14bbb7-6f92-4fb1-8f87-a5353b662e1b,key_19951,"96daf93e-255c-45ee-9f34-e8700fe06c3d
c0ecd87f-ab4d-4dd6-818a-dbeea18b469b",knowledge,cross-sector,règles de vol à vue,,"Types de règles de vol qui sont une compilation de réglementations qui permettent aux pilotes de voler dans des aéronefs par temps clair et qui imposent, lorsque les conditions météorologiques sont défavorables, de déclarer les vols non sûrs du fait d’une visibilité extérieure au sol insuffisante ou d’autres obstacles.",,
http://data.europa.eu/esco/skill/0a1b49a5-0cb3-45e6-9d8c-77a0550ac840,key_19952,"ee81870b-3667-4e7f-8de7-700e8a4d9d72
92e380c9-8d08-4d02-a9ef-b0f3adf6d33e",skill/competence,cross-sector,inspecter la fabrication des avions,,Effectuer des inspections dans l’industrie de l’aviation ; inspecter les usines où les pièces d’avion sont fabriquées pour assurer la sécurité et le contrôle de la qualité. S’assurer que les composants de l’avion sont fabriqués conformément aux spécifications de sécurité et de conception.,,
http://data.europa.eu/esco/skill/0a1e6554-1c6b-42c6-970b-8d9a307cdb5e,key_19953,"61283a49-26dd-4eab-80bd-f51ecfae9f1f
1e5f1d38-ad27-4eb3-8e15-6882d9b522e3",skill/competence,transversal,écrire en javanais,,Rédiger des textes en javanais.,,
http://data.europa.eu/esco/skill/0a244ad8-4aa0-4ae5-9f7d-f11931028687,key_19954,"523cf265-8c83-4968-9c56-7a55296966d9
a1fa3c98-ab33-4480-813d-f0b2a7932444",skill/competence,sector-specific,entreprendre des procédures pour répondre aux exigences de vol des hélicoptères,,"S’assurer que les certificats d’exploitation sont valides, garantir que la masse au décollage est de 3 175 kg au maximum, vérifier que l’équipage minimal est adéquat conformément à la réglementation et aux besoins, s’assurer que le réglage de configuration est correct et vérifier si les moteurs sont adaptés au vol.",,
http://data.europa.eu/esco/skill/0a30a7df-750a-4df3-9a70-f537c5d14277,key_19955,"49e2f019-e93d-4b97-a9cc-2963848b7e20
0eadd4f8-8f18-488d-b339-44f5d79a456e",skill/competence,sector-specific,surveiller les activités à valeur ajoutée d’un entrepôt,,"Superviser les activités de l’entrepôt, telles que l’entreposage et la réception, ainsi que l’expédition de divers produits, tels que la nourriture, les boissons, les vêtements et les produits ménagers.",,
http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,key_19956,"8d5aecd8-5d31-4b18-ae90-4dcf9e37b89d
2e276b2d-bd55-4b6f-97de-0c0088572f7d",skill/competence,occupation-specific,utiliser le langage IDL,,Utiliser un langage de spécification pour décrire la connexion d’interface entre des composants logiciels ou des programmes de manière indépendante du langage de programmation. Les langages qui supportent cette méthode sont entre autres CORBA et WSDL.,,
http://data.europa.eu/esco/skill/0a34aa62-441b-4aa4-ab21-db70656f0878,key_19957,"3d922363-7bf7-4cd8-b259-ed90d3e1fe4a
32db9d92-11ff-4276-92ea-f7be8cbc8ea8",skill/competence,sector-specific,utiliser un four en brique,"avoir recours à un four en brique
se servir d’un four en brique
utiliser le four en brique","Utiliser un four en brique destiné à la cuisson, au séchage ou au chauffage à la bonne température.",,
http://data.europa.eu/esco/skill/0a35de65-e51d-4862-a425-2f4dd5c4a982,key_19958,"f11f7082-f0d9-47be-a98f-9bc3af55a220
2e904e85-2f63-485d-8420-f3b9d2e6e589",skill/competence,transversal,écrire en bosniaque,,Rédiger des textes en bosniaque.,,
http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,key_19959,"d9f6c763-ccca-4217-b7bc-07aed737ee7e
1ae60be0-b69b-4cf0-99fc-159a9df0dd73",skill/competence,cross-sector,appliquer les politiques d’une entreprise,,Appliquer les principes et les règles qui régissent les activités et les processus d’une organisation.,,
http://data.europa.eu/esco/skill/0a48d064-dd04-47fb-a00d-85e9b4874033,key_19960,"11b2e9ae-36d9-4512-bb4d-630e4d23a348
2ecffc5b-9b0a-4bf1-9ed7-2a601ac2a92b",knowledge,cross-sector,principes de gestion d'entreprise,,"Principes régissant les méthodes de gestion des entreprises, telles que la planification stratégique, les méthodes de production efficiente, la coordination des ressources humaines et des ressources.",,
http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,key_19961,"3bddeccf-f753-4e37-b11a-02eff4577375
c06e0138-0e11-4cd5-bde7-c15e8bc97853",skill/competence,sector-specific,planifier une migration vers l’informatique en nuage,,"Définir le volume de travail et les processus existants qui pourraient migrer vers l’informatique en nuage et choisir des outils à cette fin. Définir une nouvelle architecture en nuage pour une infrastructure existante, planifier une stratégie de migration du volume de travail actuel vers l’informatique en nuage.
	",,
http://data.europa.eu/esco/skill/0a53f6b2-9205-4505-93fb-480e163cdc2f,key_19962,"b0b31901-cf99-4fd7-be4d-44dbde462aa2
1101fb67-43d4-469d-a31d-c750f4b26093",skill/competence,sector-specific,calculer un taux d’assurance,,"Recueillir des informations sur la situation de votre client et calculer sa prime en fonction de divers facteurs, tels que son âge, son lieu de résidence et la valeur de sa maison, de ses biens et d’autres actifs pertinents.",,
http://data.europa.eu/esco/skill/0a579424-5cb5-4dc6-89ec-d15f34d15ce6,key_19963,"e8b80cd6-35dc-4054-af57-cf88dee21144
50c91938-76bf-4ae2-ac46-58a414ee89e4",skill/competence,occupation-specific,encourager le personnel à participer à des activités de nettoyage,,Motiver les employés dans les activités de nettoyage dans un établissement d’accueil en leur fournissant une raison convaincante d’agir.,,
http://data.europa.eu/esco/skill/0a71a150-17fd-448e-a5b8-19fbea76d569,key_19964,"e16c059f-24e3-492c-9999-f15e21863023
605e6c35-c4b4-47c4-9aaa-e1dcb93ea533",skill/competence,sector-specific,réaliser des études sur les transports urbains,,Étudier les caractéristiques démographiques et spatiales d’une ville afin d’élaborer de nouveaux plans et de nouvelles stratégies de mobilité.,,
http://data.europa.eu/esco/skill/0a74ff59-62a8-4942-9063-10fea819e19a,key_19965,"485e58a9-af49-49e3-ac19-edc0b62d4a5a
395cf759-73c4-4163-af22-d69324268cab",skill/competence,sector-specific,surveiller des procédures de sécurité dans des opérations d’entreposage,,"Superviser et faire appliquer les procédures à des fins de sécurité dans les opérations d’entreposage.
   ",,
http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,key_19966,"608f18c7-f72d-4308-84a1-37bf73ea43d9
e049fe2c-a00a-43b1-8559-dc8bbdd2cff2",skill/competence,sector-specific,utiliser la navigation radar,,Utiliser les équipements modernes de navigation radar pour assurer la sécurité de l’exploitation des navires.,,
http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,key_19967,"d72b4877-ca77-409f-a3ec-b4efb70430e0
9bd0eccf-dda3-45bc-b60d-8d526db44f51",skill/competence,sector-specific,mettre en œuvre la planification d’itinéraires dans le cadre de services de mobilité intelligente,,"Utiliser des moteurs de recherche spécialisés, tels que des planificateurs d’itinéraires ou de parcours, pour proposer les meilleurs itinéraires sur la base de différents critères tels que le moyen de transport, l’heure de départ et d’arrivée, le lieu, la durée du voyage.
	",,
http://data.europa.eu/esco/skill/0a85e1c5-393b-4348-97c4-7b5bef419e7d,key_19968,"c0bbe916-c54d-4b28-9a04-6cd7076c3ae6
f0db5309-a522-435a-b6d9-f1d99ed8a5d6",skill/competence,sector-specific,remplacer un robinet,,"Enlever les robinets à l’aide de l’outil approprié, tel qu’une clé, une clé à molette ou une clé à cliquet. Effectuer les mêmes opérations pour remplacer le robinet par un robinet réparé ou neuf.",,
http://data.europa.eu/esco/skill/0a8941cf-969c-4136-901c-cee1dae65320,key_19969,"ccd0f05e-3f07-4f6f-a044-67c688115353
8499bd04-2c1f-4e13-a633-a3c44f1d11ac",skill/competence,occupation-specific,tester un mélange de nitroglycérine,,"Tester le mélange lavé afin de déterminer s’il est devenu neutre. Si l’indicateur chimique (tel que le tournesol) indique que le mélange n’est pas neutre, le processus de lavage doit reprendre.",,
http://data.europa.eu/esco/skill/0a8fb161-bf67-4dc0-9f65-266d0f717767,key_19970,"42531afa-2ed9-4039-b83d-982b801a264a
d95bc752-edba-4fac-9eba-db8c27db6a53",skill/competence,occupation-specific,préparer des instruments dentaires pour la stérilisation,,"Transporter, nettoyer et stériliser correctement les instruments dentaires, emballer les instruments de manière appropriée pour la stérilisation et les stocker correctement après l’intervention.",,
http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,key_19971,"a2ed47a2-4d29-499c-8d16-9bf8b66d1609
2a48e294-d140-4c19-ae9d-9275fe3951f8",knowledge,cross-sector,élaboration de politiques en matière d'affaires étrangères,,"Processus d’élaboration des politiques dans le domaine des affaires étrangères, tels que les méthodes de recherche pertinentes, la législation applicable et les opérations relevant des affaires étrangères.",,
http://data.europa.eu/esco/skill/0a9244d7-00a9-46d6-8ea9-77a63567522b,key_19972,"e14c47c7-669d-4d8b-9ac3-b59be749a4ac
8e9bcb1a-856f-4ad6-b51e-47c9be634993",skill/competence,sector-specific,envoyer des convocations,,"Envoyer aux parties concernées une citation à comparaître aux fins d’audiences ou d’autres procédures judiciaires, telles que les négociations et les procédures d’enquête, en veillant à ce qu’elles reçoivent la citation à comparaître et soient pleinement informées des procédures, et à ce qu’elles obtiennent une réponse positive.",,
http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,key_19973,"c06eb36c-d5ef-46d9-a141-7d80fec77e0f
2fc197be-ec05-470d-868e-f82524936161",knowledge,sector-specific,gestion de projets par méthode Agile,,"L’approche de gestion de projets Agile est une méthode de planification, de gestion et de supervision des ressources informatiques, afin d’atteindre des objectifs spécifiques et d’utiliser les outils informatiques de gestion de projets.",,
http://data.europa.eu/esco/skill/0aa02c52-077d-45f8-8c2d-7132c11ac16e,key_19974,"104f09f0-db17-414c-a83c-e814e5d51a5e
1ab036c2-6fe5-42a9-a9bc-90c9de291fb8",skill/competence,cross-sector,effectuer des recherches stratégiques,,Étudier les possibilités d’amélioration à long terme et planifier les mesures à prendre pour y parvenir.,,
http://data.europa.eu/esco/skill/0aa1631e-a5c5-4d27-8408-eef2a1294b81,key_19975,"e12cadc8-208f-424e-9eea-88db4c91c211
b80dd1fa-4a8a-465f-9c96-12c6770b502e",skill/competence,occupation-specific,sélectionner de la musique pour un entraînement,,"Sélectionner de la musique adaptée à l’exercice pour aider les interprètes à atteindre un but artistique, dans le domaine de la danse, du chant ou d’autres activités musicales.",,
http://data.europa.eu/esco/skill/0aa38c07-644b-4f81-8014-924ea3cc8dc5,key_19976,"875479a0-5f8a-45ea-962d-240c91001f96
ff57e89f-427f-48a6-abc9-b6d731ff7213",knowledge,cross-sector,législation pharmaceutique,,"Cadre juridique européen et national pour le développement, la distribution et l’utilisation des médicaments à usage humain.",,
http://data.europa.eu/esco/skill/0aa44b22-2da9-4704-aea0-b6289bee0462,key_19977,"8cd0dd96-5c19-4241-85e7-5ceb3b207a6e
3bdb2062-3490-412b-a297-72ad2a087a72",skill/competence,sector-specific,surveiller les taux de mortalité de poissons,,Surveiller les taux de mortalités de poissons et en évaluer les causes possibles.,,
http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,key_19978,"a2669b6b-c7ff-4bf6-ae33-b2a3757459bb
2c9ec1a3-228e-46a6-bc42-a34d6e8736ab",knowledge,sector-specific,types de générateurs marémoteurs,,"Les différents types de générateurs tels que les turbines à impulsions radiales, les turbines carénées, les dispositifs à effet Venturi, ou les turbines cerfs-volants. Ils sont utilisés pour tirer de l’énergie des courants d’eau dans les rivières ou dans les estuaires, profitant du marnage, ainsi que dans les courants sous-marins au large.
	",,
http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,key_19979,"f75c49a6-a611-4155-9b30-f8084d080976
abd95d44-1487-4842-bdf0-dc4d43f7e570",knowledge,sector-specific,systèmes modernes de signalisation électrique,,Comprendre les systèmes de signalisation traditionnels et modernes; exploiter des systèmes de signalisation ferroviaire.,,
http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,key_19980,"ea77d965-4537-4721-be88-77f2b529fdb6
592bbd15-d9be-405f-92a5-010d247613bf",knowledge,sector-specific,outils de système de gestion de réseau,,"Outils logiciels ou matériels permettant le suivi, l’analyse et la supervision de différents composants de réseau ou de parties de réseau au sein d’un réseau plus étendu.",,
http://data.europa.eu/esco/skill/0ab07923-f350-4a3c-bbea-3017d756c409,key_19981,"723befdd-5f1b-4915-8beb-945a8c2b9311
e7a2c73c-f6f1-4726-a967-93b21377ec7a",skill/competence,cross-sector,communiquer sur une réglementation,,Tenir les personnes et le service concernés au courant des règlements nouveaux ou révisés afin que les exigences et les spécifications des produits soient respectées en tout temps.,,
http://data.europa.eu/esco/skill/0ab24557-4912-45e5-981e-c350804440e0,key_19982,"336ca2f7-2701-4ffc-826f-176ade41722d
5e252fe3-ac20-41b1-bc06-e1d67f7ea8c4",skill/competence,sector-specific,utiliser des outils pour mosaïque,,Utiliser les outils appropriés pour couper et ébrécher la mosaïque pour l’adapter à la pièce à usiner.,,
http://data.europa.eu/esco/skill/0ab9d433-10e5-4683-ae54-4687179a5259,key_19983,"ff6f2892-9205-4b55-8a0b-996154cf92f8
d8ac2e71-4703-4944-80ff-d46b743b8742",knowledge,cross-sector,littérature,,"Ensemble des œuvres écrites présentant une valeur esthétique et se caractérisant par la beauté de l’expression et de la forme, et le caractère universel de l’attrait intellectuelle et émotionnel.",,
http://data.europa.eu/esco/skill/0ad58425-0691-4da4-b89b-eaa15c09c142,key_19984,"cba53a19-34d2-4449-9a4c-8c0e26d52b37
851596c9-541a-4987-a3ff-1092c40352bd",skill/competence,occupation-specific,effectuer des essais avec liquide pénétrant,,Détecter les fissures superficielles en recouvrant la surface des objets avec des colorants fluorescents et en appliquant un révélateur.,,
http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,key_19985,"2296f0aa-6e29-4eeb-9cde-7f5150f03963
78ba83ed-1dc6-4694-8936-9018803f735b",skill/competence,sector-specific,réaliser un audit énergétique,,Analyser et évaluer la consommation d’énergie de manière systématique afin d’améliorer la performance énergétique.,,
http://data.europa.eu/esco/skill/0ad82f5a-084b-40d2-afda-dbde03811a24,key_19986,"8c2b85a7-d98a-49f3-8b78-70fc46be46de
232fb763-5f86-4aa9-8d89-618b1d42e451",skill/competence,sector-specific,appliquer des méthodes de pêche,,Appliquer les méthodes de pêche de manière efficace et de manière à réduire au minimum le stress causé aux poissons. Tuer les poissons d’une manière humaine.,,
http://data.europa.eu/esco/skill/0ae3af47-dc33-4cb0-a2a3-01c6a5bcd968,key_19987,"fed52eb5-9cc1-449c-853b-3953985abc7b
e20d3629-69dc-46cb-9325-103273289785",skill/competence,sector-specific,assurer la croissance de végétaux,,"Favoriser la croissance, l’apparence et la destination des plantes.",,
http://data.europa.eu/esco/skill/0ae55852-562d-4fc9-be5e-d99f54e91b24,key_19988,"198dc4b5-e3bd-4364-a657-9c687c837afe
edbc51a7-78d5-4dd3-b0d1-69b759bcd3ba",skill/competence,sector-specific,préparer des justificatifs de ventes,,Fournir aux clients les documents officiels prouvant leur achat et leur paiement.,,
http://data.europa.eu/esco/skill/0ae61df3-c50a-459d-a912-b5423bfb1a5a,key_19989,"98226f40-f014-417f-a998-aa86ba940e19
053f930f-ed7e-4a1c-a1fc-14d10ce464c3",skill/competence,occupation-specific,calibrer des moteurs,,Utiliser des outils d’étalonnage pour ajuster et régler les moteurs afin d’assurer une performance et une durabilité optimales.,,
http://data.europa.eu/esco/skill/0aebeb1a-acca-4d06-9852-4c937b46d6a6,key_19990,"22a9d2b9-6f41-4876-bf62-b7afc990bfed
78d37438-67a8-4500-ba1b-688a8a83c327",skill/competence,sector-specific,veiller à ce que le site soit adapté aux artistes,,S’assurer que le lieu est adapté aux besoins de l’artiste de scène.,,
http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,key_19991,"fbf10db9-2641-4681-b5c7-2eb0484fa494
c39a9168-2f12-4885-888a-ad31be3f3d99",skill/competence,sector-specific,utiliser des langages de balisage,"utiliser RSS
utiliser SVG
utiliser XHTML
utiliser XML
utiliser HTML
utiliser des langages de description de page
utiliser des langages de description","Utiliser des langages informatiques qui se distinguent syntaxiquement du texte pour ajouter des annotations à un document, spécifier la mise en page et traiter des types de documents tels que HTML.",,
http://data.europa.eu/esco/skill/0af355f7-634c-4f1b-b499-90400000d777,key_19992,"5f758139-7b06-4a42-9a61-f52ca684c8ee
f9669822-33cf-4e79-91f1-8af2d030fe43",skill/competence,cross-sector,analyser les sources enregistrées,,"Analyser les sources enregistrées, telles que les archives publiques, les journaux, les biographies et les lettres afin de découvrir et d’interpréter le passé.
	",,
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,key_19993,"64d25278-e84b-41f2-8bc5-b4bec6f81ebf
3409f479-3af6-4a73-9704-64bb90733b63",skill/competence,cross-sector,tenir à jour des bases de données logistiques,,Tenir à jour des bases de données accessibles aux utilisateurs du sous-secteur de la logistique et du stockage.,,
http://data.europa.eu/esco/skill/0af93aed-bb3e-4ce7-ad77-a41139c7e7c5,key_19994,"2098ddd8-9a85-4485-9434-8fa770f84dce
d4fe6fee-a55e-4468-9032-d0529421c5ae",knowledge,occupation-specific,méthodes de prospection,méthodes de démarchage,"Les différentes méthodes utilisées pour assurer la liaison avec un ou plusieurs groupes cibles afin de recueillir leur soutien pour une cause: démarchage sur le terrain (porte à porte), démarchage pour un candidat (porte à porte ou discussions avec le public en présence d’un représentant de la cause), prospection téléphonique, démarchage dans la rue auprès de passants et autres formes de prospection.",,
http://data.europa.eu/esco/skill/0afb2715-a6ee-4ad9-ac8a-fb904dd99b61,key_19995,"1e36f120-a27f-4a8d-a01e-d40e32c1929c
2ece8ad9-5510-4355-9a92-e2fc06788175",skill/competence,cross-sector,participer à des appels d’offres publics,,"Remplissage de la documentation, garanties de participation aux appels d’offres publics.",,
http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,key_19996,"5b1ee28d-a229-477f-af6e-2401b625acdf
130ae8da-75c5-4d53-a70e-40c0230c6e91",skill/competence,sector-specific,développer des méthodes de migration automatisées,,"Créer un transfert automatisé des informations sur les TIC entre les types de stockage, les formats et les systèmes afin d’éviter que les ressources humaines n’effectuent la tâche manuellement.",,
http://data.europa.eu/esco/skill/0b034df5-6d36-4a4c-932e-d348850d5cb6,key_19997,"33be130f-4ae9-43c0-a932-75321a09f401
f3819144-4835-4e21-9db6-4542dc779ecb",skill/competence,cross-sector,installer un régulateur d’ascenseur,,"Installer le régulateur de vitesse, qui contrôle la vitesse de déplacement et les mécanismes de freinage de l’ascenseur, dans la salle des machines, au sommet de l’arbre. Calibrer le régulateur et le relier au moteur, au mécanisme de commande et à une source d’électricité.",,
http://data.europa.eu/esco/skill/0b04874c-7fa7-4646-9549-495bc8889910,key_19998,"48527b0c-6d6e-41c3-9b7b-74856e476952
ca81e6c1-a22a-47c7-a627-bff459e7ddd3",skill/competence,sector-specific,dispenser une formation sur la sécurité à bord,,Élaborer et mettre en œuvre des programmes de formation à la sécurité à bord.,,
http://data.europa.eu/esco/skill/0b05cfa0-5f2a-4c74-850f-094d32fd1c1b,key_19999,"54132d87-d360-4006-a9b0-4d1f43a1a510
489464d8-3913-438c-be90-a48d952369a5",skill/competence,cross-sector,charger des équipements,,Manipuler le chargement en toute sécurité des équipements dans des conditions restrictives données.,,
http://data.europa.eu/esco/skill/0b071b01-4b40-4936-9d6d-d8c5609481b4,key_20000,"9b480617-adf6-4054-9cfb-58103678915b
fa2361a7-9eb5-45c7-a05d-ae0cf771712e",skill/competence,occupation-specific,définir des mécanismes de soutien pour développer sa pratique professionnelle,,Identifier des sources de soutien pour développer votre pratique professionnelle. S’informer des tendances actuelles en matière de financement qui pourraient vous aider à financer votre pratique professionnelle.,,
http://data.europa.eu/esco/skill/0b0c4b57-9034-490f-9071-5f761ec93d38,key_20001,"77401256-bce1-44e1-b128-e35ed6d69cbb
65c285f0-866a-4755-8b4b-e225b6db8000",knowledge,sector-specific,christianisme,,"Traditions, cérémonies, histoire et dénominations de la religion chrétienne.",,
http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604,key_20002,"981fc2df-cc97-4e85-a56c-5d00ce999e4c
11ae41e3-1b7f-4486-bbd5-9d00bf83a041",skill/competence,cross-sector,exécuter simultanément plusieurs tâches,"effectuer en même temps plusieurs tâches
exécuter en même temps plusieurs tâches
effectuer simultanément plusieurs tâches","Exécuter simultanément plusieurs tâches , en étant conscient des priorités clés.",,
http://data.europa.eu/esco/skill/0b16ebec-1fd8-41c8-a1b9-bbe91a1cc1b8,key_20003,"7e5fa08c-b308-4d6a-98ef-727ef4bf057c
ca1cf3d1-0dc1-46bd-9290-4c6356eed015",skill/competence,sector-specific,concevoir un emballage,,Développer et concevoir la forme et la structure de l’emballage d’un produit.,,
http://data.europa.eu/esco/skill/0b198656-2440-4ab6-91c1-05f2ba6e12fe,key_20004,"1746c072-2835-409a-8e12-f54c796fdddb
b9233a2f-b68e-4a2c-b89f-3830173d382d",skill/competence,sector-specific,effectuer des inspections d’assurance de la qualité sur les opérations en rapport avec le carburant,,"Obtenir et inspecter visuellement des échantillons de carburant, examiner l’eau du réservoir de carburant, la température et les niveaux de carburant afin d’assurer une qualité optimale lors des opérations.",,
http://data.europa.eu/esco/skill/0b2701ed-e85a-4d02-a68b-ef5c695f785a,key_20005,"dae0e293-0b93-49be-afa8-ff6b17ad3529
d42b02ed-27e0-4b7c-ad32-7ad040318b91",skill/competence,sector-specific,utiliser des armes à feu,,Tirer avec un ou plusieurs types d’armes à feu en connaissant les techniques de maniement sûres et l’objectif de l’arme à feu et du tir.,,
http://data.europa.eu/esco/skill/0b281f3a-7faa-456e-a837-b08544d013d6,key_20006,"3c2428ec-78fb-467e-82cb-e746ef8f5abb
304cc62b-82e3-4bbd-831d-29a64cbb9079",skill/competence,sector-specific,faire fermenter des feuilles de tabac empilées,,"Envelopper de grandes piles de tabac dans de la toile d’emballage et les laisser «suer». La température interne est surveillée de près. Lorsqu’elle atteint 60 degrés Celsius, la pile est décomposée pour libérer du goudron, de l’ammoniac et de la nicotine. Répéter le processus jusqu’à ce que la température de la pile n’atteigne plus 45 degrés Celsius. Retirer les tiges et les empiler dans un endroit plus frais pour les faire vieillir.
   ",,
http://data.europa.eu/esco/skill/0b286e3f-2fb4-4dbb-afd3-3e421f0c6366,key_20007,"17abdcfc-d356-4ed8-9742-bb5f82035ded
48b3b93d-46eb-477a-93b6-de667973613b",skill/competence,sector-specific,consigner les enseignements tirés de ses séances,,"Reconnaître et noter toutes les leçons tirées de vos séances, tant pour les membres de votre groupe que pour vous-même.",,
http://data.europa.eu/esco/skill/0b2de99d-e762-4b15-ac4c-0e0063329b23,key_20008,"9d9d9304-3617-4e75-8a10-7496706e3494
73277746-0f60-47df-a08e-154a5ccf1756",knowledge,sector-specific,applications de freinage d'une locomotive,,Comprendre la dynamique des applications de freinage des locomotives.,,
http://data.europa.eu/esco/skill/0b34dd9f-bcb2-4bd0-9aaa-e88421cdf288,key_20009,"c222ac0b-2608-4b00-9a6c-a5ec81f647dd
aed3d3db-7681-4527-a9ca-767c7182cb8a",skill/competence,occupation-specific,appliquer des consignes de santé et de sécurité lors de la cueillette,,"Prendre les précautions nécessaires en matière de santé et de sécurité lors de la cueillette : adopter une bonne posture, utiliser les outils et les machines en toute sécurité, et porter les vêtements et les protections appropriés pour le climat.",,
http://data.europa.eu/esco/skill/0b370a54-aba5-438d-9b3f-5c739aa57496,key_20010,"12dc52b1-0016-4472-a930-8ca4ffb215b7
99dd6acb-fd79-4280-a675-b3b152c5b658",skill/competence,occupation-specific,adapter des aides optiques pour malvoyants,,"Veiller à ce que le bon appareil optique spécialisé soit adapté à la personne atteinte d’une déficience visuelle.
   ",,
http://data.europa.eu/esco/skill/0b3ae8c1-771e-4483-b3da-fd420fe6545b,key_20011,"c6b24fc9-1b23-4e33-9166-1051805cd112
f4fd475b-ace1-446a-9d8c-216966be3e2c",skill/competence,occupation-specific,chercher à préserver la composition de l’eau,,S’efforcer de ne pas modifier inutilement la composition de l’eau lors de l’élimination des composants indésirables.,,
