ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/038a6d0f-787f-4f71-aac6-bd54e16c57cf,key_19583,"0146e40a-5ad6-4c83-bd94-44f68c3b8429
a8152489-1aa4-465f-a892-fa48fe1fe578",knowledge,sector-specific,histoire du tabac,,"Les différentes étapes et l’évolution de la culture du tabac, des particularités culturelles et des échanges commerciaux dans le temps.",,
http://data.europa.eu/esco/skill/03a0ab28-ce99-4e14-baf8-a66c55da28f8,key_19584,"3b0f0871-9f9a-4bd8-91c4-3097c721beb0
1e666801-c472-4127-9bb3-e48d6583037e",skill/competence,cross-sector,mener à bien la gestion d’événements,,Planifier et exécuter tous les aspects techniques et logistiques nécessaires à la réussite d’un événement.,,
http://data.europa.eu/esco/skill/03a53283-d3ee-41c1-ab3e-eb806616440e,key_19585,"a8caa05a-0690-4993-811f-3ffda43b2c46
8a65cdcb-0909-4dee-8c55-5c4c32f58980",skill/competence,transversal,comprendre le gallois parlé,,Comprendre le gallois à l’oral.,,
http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,key_19586,"287d04c9-bf0d-4a55-805c-1b7064408076
af7330b8-a649-4dbb-8ea0-eda04dabda2c",skill/competence,sector-specific,gérer la classification des données sur les TIC,,Superviser le système de classification utilisé par une organisation pour organiser ses données. Attribuer un propriétaire à chaque concept ou ensemble de concepts de données et déterminer la valeur de chaque élément de données.,,
http://data.europa.eu/esco/skill/03aa85d2-9a67-455f-b901-595e685afdd2,key_19587,"33165f71-8258-4c42-830e-fbfc06e08040
ded2f9ea-8dbe-400e-a98a-10eabd09f952",skill/competence,sector-specific,tenir des registres de feuilles,,Enregistrer les numéros d’une séquence spécifique de découpe de feuilles en plaçant des numéros de série sur les timbres fiscaux découpés et mis en circulation.,,
http://data.europa.eu/esco/skill/03af6b34-0137-4337-8a7f-521dbef4925f,key_19588,"70ef1e1b-1808-4430-ab06-5b636f8a1af3
3ced1b27-cb67-43dc-b2b6-f1eca5b1a6b6",skill/competence,sector-specific,brosser de la colle au caoutchouc,,Brosser la colle de caoutchouc sur les fermetures et les vannes ou sur les côtés des couches de caoutchouc déjà traitées.,,
http://data.europa.eu/esco/skill/03b9453e-d14d-46bc-baf5-f6a6fbaa3bb7,key_19589,"19cfcfcd-7b39-47c3-82de-c4bdd9b85e1c
79d77677-7115-4dd7-a316-ef4960c8756e",skill/competence,sector-specific,créer une collection d’articles en cuir,,"Transformer les idées et les concepts de design de produits en cuir en prototypes et, enfin, en une collection. Analyser et vérifier les conceptions sous différents angles comme la fonctionnalité, l’esthétique, la performance et la facilité de fabrication. Gérer le processus de développement de tous les prototypes de produits en cuir afin de répondre aux besoins des clients et d’équilibrer correctement la qualité et les coûts de production.",,
http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,key_19590,"94a6a8fb-e9b3-4a91-a4d6-261c6755bc06
e625d1ca-477b-431a-86d5-d6be0053180b",skill/competence,cross-sector,trouver des solutions aux problèmes,,"Résoudre les problèmes qui surviennent lors de la planification, de l’établissement des priorités, de l’organisation, de la direction/facilitation des activités et de l’évaluation des performances. Utiliser des processus systématiques de collecte, d’analyse et de synthèse des informations pour évaluer les pratiques actuelles et générer de nouvelles connaissances sur la pratique.",,
http://data.europa.eu/esco/skill/03bc5f23-4317-41c2-9528-2db5c3c87b85,key_19591,"bf1b3395-4970-419c-b4a9-9795fb72fe4a
36140b7a-b2d6-46e8-beb2-51e00b27097f",skill/competence,cross-sector,analyser des tendances culturelles,,"Suivre les tendances culturelles populaires telles que la pop culture, les argots culturels et sociaux.",,
http://data.europa.eu/esco/skill/03bc85d5-78f0-4409-86ed-87dc35345760,key_19592,"3b842bc2-0b52-4f02-886f-4cb5081233df
e78f32c8-140b-449e-b83f-d164f1b5bef2",skill/competence,sector-specific,évaluer la qualité de l’eau dans des cages,,"Analyser la qualité de l’eau en surveillant, entre autres paramètres, l’état de la température et de l’oxygène.",,
http://data.europa.eu/esco/skill/03ca6934-62ac-42e8-aca0-9e7c10bb1684,key_19593,"ecffc8bd-59b5-40c9-a003-bbf563c5d40c
613edbe4-4669-44a2-87d2-8745f751725f",skill/competence,sector-specific,comprendre l’architecture d’une représentation en direct,,"Identifier la structure chorégraphique d’une œuvre de performance en direct. Connaître les séquences, les sections, les pièces et la structure rythmée.",,
http://data.europa.eu/esco/skill/03cf7836-708c-4d43-94ed-3d8beb170655,key_19594,"007d8068-9dbb-49cf-bb54-fa5d4982167f
95b30477-59fb-416f-b637-1834519fa98c",skill/competence,cross-sector,appliquer des électrolytes sur des cathodes et des anodes,,"Plonger les composants anode et cathode d’un circuit électrique dans une solution électrolytique sûre, composée de sels métalliques, d’acides, de bases et d’autres ions qui facilitent le flux d’électricité.",,
http://data.europa.eu/esco/skill/03d8e93a-861a-45d3-a2d6-80781d6af1c9,key_19595,"adfe286b-666a-469f-aeeb-97253634558d
0b350792-0250-4910-9075-f4e24b1b0871",knowledge,occupation-specific,techniques de coupe de cheveux,,"Diverses techniques pouvant être utilisées pour couper les cheveux d’une personne, telles que le dégradé, l’effilage et le «face framing» (cadrage du visage ou dégradé latéral).",,
http://data.europa.eu/esco/skill/03d93b02-a461-4815-a4c0-b46451afc1c2,key_19596,"dc4cd198-380d-401e-8096-b36c9ef0b17b
0a83df79-efa1-4e8b-8a92-8a91f5628e72",skill/competence,sector-specific,gérer des demandes d’indemnisation,,"Suivre l’évolution d’un dossier de réclamation, tenir toutes les parties informées de l’état du dossier, s’assurer que le client reçoit les dommages-intérêts dus, traiter tout problème ou plainte du client, fermer le dossier et informer une personne ou un service autorisé s’il y a suspicion de fraude.",,
http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,key_19597,"340d440c-d117-4af3-826e-8f78ed97d4f3
8d87bd08-6c8a-48dc-a82e-6c8ff1feb679",skill/competence,sector-specific,sauver des animaux,,Sauver les animaux trouvés dans des situations présentant une menace immédiate ou potentielle pour leur bien-être.,,
http://data.europa.eu/esco/skill/03d988af-2e63-4151-bb5e-950f366e2c64,key_19598,"035fe270-fed9-4256-a363-85838ddb7b0d
4bfb4c1d-0f54-4e90-b8f2-1e5d4ce69a20",skill/competence,cross-sector,guider les navires dans les quais,,Guider en toute sécurité un navire dans un quai et l’ancrer.,,
http://data.europa.eu/esco/skill/03f922b0-d518-457d-8f2c-80252a714be1,key_19599,"7c7d2d20-cbfa-4073-9b9f-c031fb3032ab
6d7ef7f5-2ee0-4c7c-93f6-02c208b81ad0",knowledge,cross-sector,criminologie,,"Étude des comportements délictueux, de leurs causes, de leur nature, leurs conséquences, ainsi que des méthodes de contrôle et de prévention.",,
http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,key_19600,"b38c6866-eceb-4f98-8d31-31f8f46609bb
e3e0d088-bf15-424b-8ae0-b9dda98b25a5",knowledge,sector-specific,structure de l’information,,"Le type d’infrastructure qui définit le format des données: semi-structuré, non structuré et structuré.",,
http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,key_19601,"abc76b63-00aa-4322-8f55-e9b611a63f58
d981ccb8-e6a8-4315-b3c7-b4bb49ebb899",knowledge,sector-specific,agriculture climato-intelligente,,"Une approche intégrée de la gestion du paysage qui vise à accroître la productivité alimentaire, à améliorer la résilience des cultures, à garantir la sécurité alimentaire, à réduire les émissions et à s’adapter au changement climatique.
   ",,
http://data.europa.eu/esco/skill/0415142d-6921-4f8d-832b-6271382b8193,key_19602,"cf8abd79-b21f-409d-b6d2-3464bb1260c0
458031fd-5147-4f7e-916f-210bce1d406c",skill/competence,cross-sector,tester des matériaux,,"Tester la composition, les caractéristiques et l’utilisation de matériaux afin de créer de nouveaux produits et de nouvelles applications. Les tester dans des conditions normales et extraordinaires.",,
http://data.europa.eu/esco/skill/041977c2-0a83-4e9d-adb0-f984bcedba82,key_19603,"c39fbb85-0583-4d4f-b7eb-983539dac174
5834d6dd-21f5-4003-8387-5d0af9d38c34",skill/competence,occupation-specific,mettre à jour l’affichage des messages,,Mettre à jour les affichages signalant les informations relatives aux passagers.,,
http://data.europa.eu/esco/skill/042e1e68-b190-47c0-8f0d-ff312fc25b71,key_19604,"32d49723-05f4-4ec9-ae68-35cfd1439dbd
8517a25c-3097-4200-8dad-5d91d331c3ed",skill/competence,sector-specific,exploiter l’avant-cour d’une station-service,,Superviser et gérer les opérations quotidiennes dans l’avant-cour d’une station-service.,,
http://data.europa.eu/esco/skill/042f91e3-cccc-4d51-b635-bb14ffe90cfc,key_19605,"695e7719-a581-4e65-8a94-39a622107159
ee5b338b-5175-4a95-9314-93e33f874f7a",skill/competence,cross-sector,décharger une cargaison,,Assurer le déchargement sûr des marchandises des véhicules de transport.,,
http://data.europa.eu/esco/skill/0435fe96-523f-4888-a76f-22df1e92d9c4,key_19606,"fb4db8d6-b21b-40f1-9b94-4cce38190c0b
2353dd2b-8c1c-4289-9bbc-887f04e21671",knowledge,cross-sector,photogrammétrie,,"La science de la prise de photographies d’au moins deux lieux différents afin de mesurer les surfaces terrestres à représenter sur une carte, un modèle 3D ou un modèle physique.",,
http://data.europa.eu/esco/skill/04383349-705d-4da7-ae05-12b8c84d6bf1,key_19607,"699b470a-8a49-4d1d-92d5-29835dde3823
0adefc8b-ab31-4b8d-b126-a43bf67a5a17",skill/competence,sector-specific,interagir avec le responsable de la programmation sur l’intention de mener un travail de consultation,,"Demander au programmeur ou à l’équipe de direction quelle est l’intention de son travail de conseil, que ce soit pour suivre et améliorer la vision actuelle, fidéliser les clients, s’adresser à un nouveau public, changer ou réorienter la ligne artistique, etc. Préciser dans quelle mesure le chorégraphe devrait participer à l’élaboration de la vision artistique, de la saison de programmation ou du projet, et s’adapter aux différents styles de leadership.",,
http://data.europa.eu/esco/skill/043c477b-71f6-43e9-8927-ca854fc55252,key_19608,"3c416c75-0bf4-4a14-b99b-386f1b0cc71a
7633fca9-9f7d-4a03-94b7-18e2bcb7da36",skill/competence,cross-sector,communiquer les règles relatives aux jeux d’argent et de hasard,,"Donner des informations sur les règles et lignes directrices en vigueur en matière de jeux d’argent et de hasard, telles que les plafonds pour les paris.
   ",,
http://data.europa.eu/esco/skill/043f1a88-7faa-4d56-b220-5428741c6a75,key_19609,"63cf47b1-87dd-4d1a-ad2d-85b10209014e
215df6f2-e419-4807-bb69-de888f20adaf",skill/competence,occupation-specific,contrôler le départ des trains,,Surveiller et contrôler le départ des trains ; préparer les trains en partance avec le nombre requis de wagons et assurer la sécurité.,,
http://data.europa.eu/esco/skill/043f3cba-7827-4a1f-9a87-7775ca01ec9d,key_19610,"f34f2d17-3b3a-40e9-9b37-5f0b104f3d20
0cbbc10a-832a-4e61-949c-e07cdc22e85e",skill/competence,cross-sector,manipuler du matériel dentaire,,"Manipuler les matériaux utilisés dans les procédures dentaires, tels que les cires, les plastiques, les alliages précieux et non précieux, l’acier inoxydable, les porcelaines et les composites ou le verre polymère.",,
http://data.europa.eu/esco/skill/04455dce-a796-4a1f-bd07-ad42bdbda180,key_19611,"d5213163-f7b9-4d0a-ba59-19043ea2cf9f
ff05c55b-cb6b-46ac-b38d-cc306d4b1f64",knowledge,occupation-specific,médecine légale,,"Les procédures et techniques juridiques utilisées pour déterminer la cause du décès d’une personne, dans le cadre d’une enquête sur des affaires de droit pénal.",,
http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,key_19612,"614a8ef3-89b7-4c0c-9658-32c3345a4614
47039e59-5ee0-44c1-aef1-d42009ab8592",skill/competence,occupation-specific,gérer les réseaux TIC temporaires lors de représentations en direct,,"Gérer la mise en place de réseaux destinés à la diffusion de signaux de commande pour des applications liées à l’événementiel et aux arts du spectacle. Assurer la coordination avec les différents utilisateurs. Définir et mettre en place les équipements, câbles, connexions et dispositifs. Configurer, tester et contrôler les équipements et les performances du réseau. Les signaux de commande incluent, par exemple, les données DMX, RDM, MIDI, Timecode, de suivi et de position, mais aussi les signaux audio, vidéo et de position.
   ",,
http://data.europa.eu/esco/skill/0449bf39-a288-4ecc-823a-3d194be5e932,key_19613,"3271ab03-5de7-4d7f-a40f-96b431b744c3
841b7e38-f9ab-46a2-aeab-8c1ed4274a54",knowledge,sector-specific,techniques de prélèvement sanguin,,"Les techniques appropriées pour la collecte d’échantillons de sang à des fins d’analyses en laboratoire, en fonction du groupe de personnes visé (enfants ou personnes âgées, par exemple).",,
http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,key_19614,"bc413ce7-b4b5-4140-9301-dff8f7038020
b93f3262-65f1-44f0-a870-ea4b839a7617",knowledge,cross-sector,hygiène en milieu médical,,"Les procédures relatives au maintien d’un environnement sain dans un établissement de soins de santé, tel qu’un hôpital ou une clinique. Celles-ci peuvent aller du lavage des mains au nettoyage et à la désinfection des équipements médicaux utilisés et aux méthodes de lutte contre les infections.",,
http://data.europa.eu/esco/skill/0450f6a4-495e-4484-b11f-84e8c12ac5f9,key_19615,"a78c4a1e-e6b5-47f7-ba7b-0487deb84ad3
74c42556-46b6-4881-864e-21c3b585071c",skill/competence,occupation-specific,élaborer des recettes de bière,,"Faire preuve de créativité dans la composition, la mise à l’essai et la production de nouvelles recettes de bière selon les spécifications et les recettes existantes.",,
http://data.europa.eu/esco/skill/04512804-4c83-4e1c-a963-02c58e918240,key_19616,"1ca27589-5a54-48cf-94f2-96a8e6258d51
1f65d26c-3063-4fd7-800a-b463604c5421",skill/competence,cross-sector,faire la finition de produits en plastique,,"Finir le produit en ponçant, marquant et polissant la surface en plastique.",,
http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,key_19617,"1dcbd84d-1e2a-4b42-b30c-79725ca1bf35
d385689c-ef4e-4a6d-9e31-91c6987d381f",skill/competence,sector-specific,se tenir au courant de la transformation numérique de procédés industriels,,S’informer des innovations numériques applicables aux procédés industriels. Intégrer ces transformations dans les processus de l’entreprise visant des modèles économiques compétitifs et rentables.,,
http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,key_19618,"7bdfa1a7-2d89-4d59-8968-6862aed9e11d
19baad48-80e0-4d7c-b1ac-4ec198f6bc12",skill/competence,transversal,conseiller d’autres personnes,"guider les autres
donner des conseils","Proposer des suggestions sur la meilleure ligne de conduite à adopter.
  ",,
http://data.europa.eu/esco/skill/0460013b-e73a-4200-8c11-88b3b60a222a,key_19619,"c57ecc14-e53b-4f9a-b226-972f829b82b6
05bbd478-b94c-41c6-8869-8375a78cec59",skill/competence,occupation-specific,réaliser une reliure spirale manuelle,,Engager la reliure en spirale préformée dans les trous perforés des articles et maintenir la spirale contre des broches recouvertes de caoutchouc ou des rouleaux en forme d’essoreuse. Ces derniers tordent encore plus la spirale dans toutes les perforations restantes.,,
http://data.europa.eu/esco/skill/04666ae0-ad33-41b2-8977-7121583799d3,key_19620,"15f69e18-fa1c-4bdf-9512-2a15d685a103
f9618434-bb31-4642-9d71-6f7e4de93e85",skill/competence,sector-specific,commander des produits orthopédiques,,Commander du matériel et des fournitures orthopédiques spécialisés pour le magasin ; maintenir le stock de l’entreprise.,,
http://data.europa.eu/esco/skill/047218cf-3974-4148-86f8-31464253aa08,key_19621,"8b08dfcb-b462-4509-ab38-552e12019209
f5a5a597-dcf4-4158-a633-f6bda02a8eb9",skill/competence,transversal,interagir verbalement en bosniaque,s'exprimer oralement en bosnien,Communiquer oralement en bosniaque.,,
http://data.europa.eu/esco/skill/0476ca2b-f84e-4657-95b1-ad80bc48d002,key_19622,"0a3bdc1d-f575-470a-80af-4d245b515f36
a0391b28-73ec-4276-bf41-7df5169500c9",skill/competence,sector-specific,gaufrer des dessins,,"Au lieu de relever un dessin (gaufrage), ce procédé permet d’évider le dessin, en créant un renfoncement dans le matériau. Il produit un effet ou une apparence différente sur le matériau.",,
http://data.europa.eu/esco/skill/047ceb23-1eb3-4889-a07f-84a1e4b85bff,key_19623,"7029aca1-501d-4400-9385-8f595b653dc5
d85bf9ae-ef0b-4a14-9c0c-42b054b2e633",skill/competence,sector-specific,surveiller les équipements de déchargement de farine,,Surveiller les équipements de déchargement de la farine et les systèmes de transformation de la farine. Veiller à ce que les ingrédients soient livrés à temps.,,
http://data.europa.eu/esco/skill/047fcf0a-2936-49fb-b4eb-97cdd8d09d0b,key_19624,"739b08cd-1817-4eff-a606-68a60a87fad1
b74d6514-0e16-4de8-a2ec-a2ff4c1574bc",skill/competence,cross-sector,tenir des livres et registres obligatoires,,"Tenir à jour les livres statutaires de la société avec les informations pertinentes des administrateurs et des secrétaires, les intérêts des administrateurs et le registre des actionnaires.",,
http://data.europa.eu/esco/skill/04838ae5-a737-48a0-a782-3d1b6b6cb75b,key_19625,"d8d773bc-ce26-45cc-9c68-f088f362c9b3
fd444d0d-5042-4195-9f59-66f0cc0d7439",skill/competence,sector-specific,laver du linge,,Laver ou nettoyer les vêtements à la main ou à la machine à laver.,,
http://data.europa.eu/esco/skill/04880044-9668-45b8-b888-f3d9894bac9f,key_19626,"5e193b68-51cb-4c3f-a716-ebb428bc1f31
76dbea68-07b7-4744-a23a-981c2599812a",skill/competence,occupation-specific,organiser les soins à domicile pour les patients,,Organiser les soins à prodiguer au domicile d’un patient confiné chez lui avec des problèmes de santé aigus et/ou de longue durée.,,
http://data.europa.eu/esco/skill/048affec-04db-4bd5-b7a6-c666d16c0fef,key_19627,"8871e689-23db-4e31-9656-3bc2200bc36e
ddf13015-4553-4582-ba8f-c27bc6568c2b",skill/competence,cross-sector,charger une cargaison,,Collecter les marchandises à transporter et les placer dans un véhicule de transport.,,
http://data.europa.eu/esco/skill/048f04c9-83b1-48cd-9ac9-16a433695a61,key_19628,"9273e23a-6982-45f8-bd36-17a0935f201e
13bb38f8-a1db-46e0-9138-13cf272b4c17",skill/competence,occupation-specific,fournir des notes de cas,,Envoyer en temps utile les notes de l’affaire aux personnes qui les ont sollicitées.,,
http://data.europa.eu/esco/skill/048f3205-6b1a-43e0-9f76-8c43562c6140,key_19629,"5fd09469-4b7d-47d8-8b3b-74888566f700
5294a5fd-766a-4bc9-895f-5875fa7586a0",skill/competence,occupation-specific,vérifier la qualité d’un émail,,"Évaluer l’émail à l’aide d’une aiguille. En cas de défaut, le retirer et répéter le processus d’émaillage.
   ",,
http://data.europa.eu/esco/skill/049115cd-da38-499e-8544-4afdb6a4abee,key_19630,"a2d2449a-3de7-4eab-8558-9b5a1ddd7e7e
f9484f61-b244-463a-b445-59a45d07c50b",knowledge,occupation-specific,monachisme,,"Le fait de se consacrer à la spiritualité et le rejet des préoccupations matérielles, telles que les biens matériels.",,
http://data.europa.eu/esco/skill/049b5d37-aab3-4b6a-a505-bf254a434b5d,key_19631,"429f1898-a28b-4abf-9439-c90498850c32
cfbcaf19-c38b-49c3-a248-e5a3d2b62948",skill/competence,transversal,comprendre le letton écrit,,Lire et comprendre des textes écrits en letton.,,
http://data.europa.eu/esco/skill/049bc175-3f03-4311-8e5d-bbac9e4c2e6c,key_19632,"6b63c843-f298-437d-bc20-98165fb52545
6686d759-3044-4500-a77a-6115b6356d94",skill/competence,sector-specific,couper du matériau en excès,,"À l’aide d’un couteau, découper l’excédent de matériau des produits finis.",,
http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,key_19633,"47b04480-f579-4c28-a87b-023ba7fe60a5
f9e731dd-e303-4b7e-9c96-3f65b4062c71",skill/competence,cross-sector,réagir aux changements dans le secteur de la santé,,"Faire face à la pression, et réagir de manière appropriée et à temps aux situations inattendues et en évolution rapide dans le domaine des soins de santé.",,
http://data.europa.eu/esco/skill/049de1f6-34ec-46f9-a0b1-8fc6f0199413,key_19634,"48b15d66-d597-475f-8317-618e5190a30e
55aa54e3-2b25-4d37-902b-b0386adf4462",skill/competence,transversal,écrire en finnois,,Rédiger des textes en finnois.,,
http://data.europa.eu/esco/skill/04a33cf1-06ec-4a34-8a88-a0beca3ce9e8,key_19635,"edc4ce75-50c6-4723-bb5b-9c7d5df75bfd
093c8a85-defe-45f0-93ca-c34dba0b9be1",skill/competence,sector-specific,utiliser des installations de séchage,,"Entretenir l’équipement de séchage, y compris les sécheurs de bois, les fours à sole, les appareils à torréfier, les fours à charbon et l’équipement de séchage sous vide.",,
http://data.europa.eu/esco/skill/04a97507-f019-4b5c-ae52-46224922ce25,key_19636,"ab8f675d-2367-4102-a6fc-da6187afcb17
efff38be-e100-4243-b792-65fec79f4ee6",skill/competence,sector-specific,gérer les modes de paiement du fret,,"Gérer les méthodes de paiement du fret conformément à la procédure à suivre selon laquelle le paiement est effectué au moment où le fret doit arriver, passer la douane et être dédouané.",,
http://data.europa.eu/esco/skill/04b90037-ae21-48dc-9448-f0b3eef05b33,key_19637,"f77e6b14-011d-4c01-be7a-65045eb4be59
56ab1c5b-b86f-4ec1-95cf-166c03f15b03",skill/competence,sector-specific,gérer les stocks dans des laboratoires d’analyse alimentaire,,Surveiller les stocks des laboratoires d’analyse des aliments. Commander des fournitures pour que les laboratoires soient bien approvisionnés.,,
http://data.europa.eu/esco/skill/04b9627c-80a2-4723-9f07-46e76e11d09a,key_19638,"a36b87ac-f06e-40b4-b53b-2b25419fe97c
9b0ade99-67a3-4ff7-ac8c-528eedb9310c",knowledge,sector-specific,règlementation relative aux tramways,,Connaître les règlements régissant les tramways et appliquer ces dispositions dans le cadre des opérations quotidiennes de transport par tramway. Veiller au respect des normes en matière de protection du bien-être des passagers et de la société de tramway.,,
http://data.europa.eu/esco/skill/04ba2e0a-a939-43ab-92fe-63f50b55c798,key_19639,"251af697-9103-4158-986c-88570964f5be
a5e4ed34-3317-4235-860f-a16e2f93ca3e",skill/competence,occupation-specific,restaurer une dentition usée,,"Soigner les caries dentaires, les défauts et les problèmes esthétiques à l’aide de techniques qui préservent la structure des dents et la vitalité de la pulpe pour restaurer la forme et la fonction de la dentition.",,
http://data.europa.eu/esco/skill/04bcb522-62a9-4fc1-8ea9-b7ccff10147e,key_19640,"37fe1c2a-5a94-422b-bd24-b17576840598
b0d27fff-40f5-484f-ad6c-331e7ac9775c",skill/competence,sector-specific,coordonner les horaires de vol,,Gérer et revoir les horaires de vol et les opérations aériennes avant et après le départ.,,
http://data.europa.eu/esco/skill/04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,key_19641,"ba9a5ac7-0f9e-4a0b-928f-bb743b82e3b6
be4e2dc7-b2ab-457a-b30a-924ea496740f",skill/competence,transversal,comprendre le pendjabi parlé,,Comprendre le pendjabi parlé.,,
http://data.europa.eu/esco/skill/04cda8e8-e06b-4c91-bbb5-27414dc1cf14,key_19642,"2f0a2b95-bdba-4442-b92c-a1e239b12f57
8a9e0892-daee-4042-8447-0a9b8b377b6b",knowledge,sector-specific,règlementation relative aux embargos,,"Sanctions nationales, internationales et étrangères et réglementations en matière d’embargos, dont le règlement (UE) nº 961/2010 du Conseil.",,
http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,key_19643,"349bd6f6-5e41-47f0-bd3c-dced7d838d8a
75f40f09-cb6c-4a24-bcca-2499d03a881a",skill/competence,occupation-specific,configurer du matériel de bureau,,"Raccorder les équipements de bureau, tels que les modems, les scanners et les imprimantes, au réseau électrique et effectuer la liaison équipotentielle pour éviter les différences dangereuses de potentiel. Vérifier le bon fonctionnement de l’installation. Surveiller les réglages et préparer l’appareil à l’utilisation.",,
http://data.europa.eu/esco/skill/04dcfb3b-d6ac-4044-a35f-a633d3816c28,key_19644,"c2f52cc0-06f8-453e-9c7a-a860bb5707c3
0b752410-49cb-4ae9-a3a7-86ce0f782565",skill/competence,cross-sector,donner des conseils sur les procédures de faillite,,"Guider et conseiller des clients sur les formalités, les procédures et les mesures susceptibles d’atténuer les pertes en cas de faillite.
    ",,
http://data.europa.eu/esco/skill/04dd3f36-7056-4824-9eee-b0312d4a25b7,key_19645,"3e3cd8fd-c5f4-4dbb-ae51-6ea77d5e7e0b
f4e5a356-6fab-4e46-a2d2-890db1f1f6fc",skill/competence,cross-sector,vendre du bois transformé dans un environnement commercial,,"Vérifier que la surface de vente est en bon état pour les clients, et que le stock et les articles sont en bon état pour être vendus.",,
http://data.europa.eu/esco/skill/04dfd9fb-e0cf-40f6-96c6-9d2280c4347e,key_19646,"83417726-170c-43e9-9463-8803d282a77b
69f7a565-a455-42e6-a975-36d56883a040",skill/competence,cross-sector,fournir une documentation technique,"fournir de la documentation technique
communiquer la documentation technique
produire la documentation technique
fournir la documentation technique
documenter le cycle de vie du produit
préparer la documentation technique","Préparer la documentation pour les produits ou services existants et futurs, en décrivant leur fonctionnalité et leur composition de manière à ce qu’elle soit compréhensible pour un large public sans formation technique et conforme aux exigences et aux normes définies. Tenir à jour la documentation.",,
http://data.europa.eu/esco/skill/04e08696-b62e-446c-9b53-3b48f9af0904,key_19647,"d066ecfe-5d38-4463-b0ac-7bfa3205b0ca
3eec03b2-35b9-4382-9e48-cfb123bbe1b1",skill/competence,sector-specific,abattre des animaux,,"Tuer les animaux, généralement le bétail domestique, à des fins alimentaires. Protéger le bien-être des animaux lors de l’abattage en réduisant au minimum la douleur, l’angoisse ou la souffrance au moment de la mise à mort. Suivre la réglementation applicable.
   ",,
http://data.europa.eu/esco/skill/04e52ec7-5107-455b-a943-8004015d5b26,key_19648,"2a5403c8-5664-4a8b-8441-991a4c544066
7258e9a5-0c48-45cd-997a-ad2e752b8baa",skill/competence,cross-sector,élaborer des politiques pour des programmes nutritionnels,,Élaborer des politiques pour les services alimentaires ou les programmes nutritionnels afin d’aider à la promotion de la santé et au contrôle des maladies.,,
http://data.europa.eu/esco/skill/04e6474d-f6fd-4e60-9191-24faae8ba0bb,key_19649,"6b77f307-9ec8-4404-b326-13f5ef10ca38
21647348-96b1-4684-9e10-1de7a0d2e406",skill/competence,sector-specific,jouer en direct,se produire en live,Se produire devant un public en direct.,,
http://data.europa.eu/esco/skill/04e6f19b-6458-432f-9790-3979831a03bc,key_19650,"1097ea84-359a-438e-8105-fdde4cfab298
6e9a8031-9fef-4c13-8573-3e39d3f10b1b",skill/competence,occupation-specific,enseigner les principes des soins infirmiers,,"Enseigner aux étudiants la théorie et la pratique des soins infirmiers, dans le but de les aider à poursuivre une carrière future dans ce domaine, plus particulièrement dans des domaines comme la médecine, les premiers soins, l’anatomie humaine, la stérilisation et les soins aux patients.",,
http://data.europa.eu/esco/skill/04e762ae-18a9-457f-9b2e-280cdddae1f0,key_19651,"e64b17f9-56c0-4fff-a822-7ed860c5af0b
8814f4b9-2a59-4e96-8d85-09c04294a508",skill/competence,sector-specific,profiter des possibilités d’apprentissage en sciences vétérinaires,,"Utiliser différents vecteurs et styles d’apprentissage, tels que les revues scientifiques, les cours et les conférences, pour obtenir de nouvelles informations, connaissances, compétences et savoir-faire en ce qui concerne le travail avec les animaux.",,
http://data.europa.eu/esco/skill/04e84553-2795-4098-b0ad-e7921628b32c,key_19652,"fb5d1a5d-644c-47a9-93d9-a2d3f4a365fb
a0426d82-cfa6-40dc-aeea-30d3b78834fb",skill/competence,cross-sector,aider les usagers des services sociaux ayant subi des préjudices,,"Prendre des mesures lorsqu’on craint que des personnes risquent de subir des préjudices ou d’être victimes de mauvais traitements, et soutenir ceux qui font une divulgation.",,
http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,key_19653,"3304ab7d-600f-4411-a74d-9dec099eea4e
a18f9a67-6037-4959-93ef-4c13a366d2e6",knowledge,sector-specific,SAS language,,"Techniques et principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en langage SAS.",,
