ESCOURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/10643a25-303a-46fb-bc8e-2acb9d4e7a7d,key_20303,7bbab54f-4595-4b8d-8267-6881e34ff5cf,knowledge,sector-specific,balneotherapy,"balneotherapy practice
therapeutic bath treatments
treatment using therapeutic baths
balneotherapy procedures
balneotherapy principles
balneotherapy treatments
principles of treatment through use of therapeutic baths
balneotherapy paradigms
balneotherapy
use of therapeutic baths to treat medical conditions
procedures using therapeutic baths","The use of therapeutic baths to treat a variety of conditions, through relaxation, massage or stimulation techniques. This includes the beneficial properties of mineral waters and mud-wrapping techniques.",,
http://data.europa.eu/esco/skill/106a62be-ce97-4053-9fd6-6615be25d7ae,key_20304,2320243f-768b-4be8-a188-b289a9aa6dcc,skill/competence,occupation-specific,use traditional carpet making techniques,"use traditional carpet making techniques
utilise traditional techniques for carpet-making
utilize traditional carpet-making techniques
utilize traditional techniques for carpet-making
use traditional techniques for carpet-making
use techniques for traditional carpet-making
utilise traditional carpet-making techniques
use techniques for hand-made carpets manufacture","Create carpets using traditional or local techniques. Use methods such as weaving, knotting or tufting to create handicraft carpets from wool or other textiles.",,
http://data.europa.eu/esco/skill/106b9659-4b9a-4ce2-8d16-80add5bf81b0,key_20305,a12955e2-ef8a-491c-8fa3-c3bea10ff505,knowledge,sector-specific,energy transformation,"energy conversion
energy transformation
conversion of energy
transformation of energy",The processes undergone by energy when changing its form from one state into the other.,,
http://data.europa.eu/esco/skill/1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb,key_20306,9e787c1e-d45d-4399-a4c6-d2b767a0788e,skill/competence,sector-specific,evaluate vineyard quality,"evaluate vineyard quality
vineyard quality assessing
assessing vineyard quality
evaluating vineyard quality
assessing quality of vineyard
assess vineyard quality
evaluating quality of vineyard
vineyard quality evaluating
assess quality of vineyard
evaluate quality of vineyard",Help in assessing the vineyard and varietal fruit. Supervise receipt and evaluation of fruit according to quality parameters and specifications.,,
http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc,key_20307,69b67925-a8a1-417b-86d2-9454c4622acd,skill/competence,sector-specific,teach communication sciences,"teaching communication sciences
teach communication sciences
provide instruction on communication sciences
teaches communication sciences
explain communication sciences
educate on communication sciences","Instruct students in the theory and practices of mass media, communication methods, journalistic practices, and persuasive communication.",,
http://data.europa.eu/esco/skill/108112e0-a3df-43bf-91ec-d9614ca4224c,key_20308,3d64d8e8-7262-4ab0-9601-fc523aac2e54,skill/competence,cross-sector,provide psychological support to patients,"provide psychological support to service users
give psychological support to patients
provide psychological support to healthcare users
provide psychological support to patients
support patients' pyschological wellbeing","Provide accurate psychological and emotional support to anxious, vulnerable and confused healthcare users related to the treatment undergone.",,
http://data.europa.eu/esco/skill/10815682-50d3-47df-a775-47ab6732ea4f,key_20309,70e45849-ef72-487d-8d0b-50bf7f155bd4,skill/competence,sector-specific,operate sleeper clipping unit,"operating pandrol machine
clipping of rails to sleepers
operation of sleeper clipping unit
operating of sleeper clipping unit
operating tension clamp machine
clip rails to baseplate
operating sleeper clipping unit
operate sleeper clipping unit
sleeper clipping unit operation
clipping rails to sleepers
clipping rails to baseplate
sleeper clipping unit operating
operate tension clamp machine
clipping of rails to baseplate
operate pandrol machine",Operate a machine that installs metal fastening clips onto railway sleepers. Attach the rails to the sleepers securely by using manual equipment.,,
http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,key_20310,08c12af2-151f-46dd-ba57-430840d942a0,skill/competence,cross-sector,develop agricultural policies,"operate farming policies
implement agricultural policies
establish agricultural policies
establish farming policies
implement farming policies
develop agricultural policies
produce agricultural policies
operate agricultural policies
produce farming policies","Develop programmes for development of new technologies and methodologies in agriculture, as well as the development and implementation of improved sustainability and environmental awareness in agriculture.",,
http://data.europa.eu/esco/skill/108ac398-6a84-454a-b56c-8bb0dee1bbf2,key_20311,2dff9ddf-947a-443b-b292-e5367d52c0b1,skill/competence,sector-specific,prepare exercise session,"prepare exercise session
prepare session for exercise
prepare session for exercises
plan the room and set out equipment for fitness session
plan and prepare exercise session",Prepare equipment and facilities for the session ensuring compliance with industry and national guidelines for normal operating procedures and plan timings and sequences for the session.,,
http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe,key_20312,968667f9-fe07-400e-b44b-7d498141ccbe,skill/competence,cross-sector,ensure operability of protective equipment,"protective equipment maintaining
ensuring operability of protective equipment
ensure operability of protective equipment
maintain protective equipment
maintaining protective equipment
operability of protective equipment ensuring","Monitor and maintain the equipment used during remediation activities such as disinfection, decontamination, radiation removal or pollution control, in order to ensure that the equipment is functional and able to control the hazard and protect the remediation workers.",,
http://data.europa.eu/esco/skill/10a62970-b01b-4a13-9fc4-883e9f6e32fa,key_20313,51c57397-0853-40b5-96d2-1e51f305fb82,skill/competence,sector-specific,read broadcast programming,"consult broadcast programming
review broadcast programming
read programming
reading broadcast programming
read broadcast programming
check broadcast programming",Read the programming schedule in order to know which programs need to be recorded and aired.,,
http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9,key_20314,d358aff0-6ba7-4c52-833d-e0b56d755964,skill/competence,sector-specific,inspect pipelines,"inspecting of pipelines
inspect pipelines
inspecting pipelines
inspection of pipelines
checking pipelines
check pipelines
pipeline inspection
checking of pipelines
checking flow lines
check flow lines",Walk flow lines to identify damage or leaks; use electronic detection equipment and conduct visual inspections.,,
http://data.europa.eu/esco/skill/10b306ae-6a1b-4e62-b06d-8702cfc6814c,key_20315,9a7cf34b-1eef-4f4a-9bdd-1409a4f7061f,skill/competence,transversal,understand written Tamil,"understand Tamil writing
understanding written Tamil
make sense of written Tamil
understand written Tamil
comprehend written Tamil
read Tamil
interpret written Tamil",Read and comprehend written texts in Tamil.,,
http://data.europa.eu/esco/skill/10c11836-683d-45db-872d-3ec8aee4d37c,key_20316,afd8c8b2-869f-454c-bf33-da7ed15d9c6b,skill/competence,sector-specific,manage psychotherapeutic relationships,"maintain psychotherapeutic relationships
maintain psychotherapy relationships
manage psychotherapy relationships
establish psychotherapeutic relationships
handle psychotherapeutic relationships
handle psychotherapy relationships
establish psychotherapy relationships
manage psychotherapeutic relationships","Establish, manage and maintain the therapeutic relationship between psychotherapist and patient and client in a safe, respectful and effective way. Establish a working alliance and self-awareness in the relationship. Make sure the patient is aware that his/her interests are a priority and manage out-of-session contact.",,
http://data.europa.eu/esco/skill/10c42c72-ecaa-414c-a014-7e97fcecae8d,key_20317,f7f96737-2500-4d49-bf39-adc5b9efbdc8,knowledge,cross-sector,reprography,"copying
reprography
reproduction","The process of reproducing, reprinting, or copying graphic material especially by mechanical or electronic means such as photography or xerography.",,
http://data.europa.eu/esco/skill/10c56894-6cbd-479c-b4ba-74a22fb76810,key_20318,5e894920-10ea-47fe-8e2e-077ce3843e57,skill/competence,occupation-specific,operate hammer mill,"use hammer mill
run hammer mill
control hammer mill
operating hammer mill
activate hammer mill
handle hammer mill
operate hammer mills
operate hammer mill",Operate a mill that uses little hammers to shred various material into smaller pieces.,,
http://data.europa.eu/esco/skill/10cade4f-df4d-4408-8924-5994976fc798,key_20319,334d32ff-9545-4b7c-a7c5-89b37a63d738,skill/competence,sector-specific,operate a camera,"operating a camera
use equipment to capture images
operate cameras
use photographic  or television equipment to capture moving images
operate a camera",Capture moving images with a camera. Operate the camera skilfully and safely to obtain high quality material.,,
http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d,key_20320,62cd498b-a627-491b-a33a-db218d8d8dc8,skill/competence,sector-specific,estimate costs in farm,"farm costs estimating
farm cost calculating
farm cost estimating
estimating costs in farming
calculate costs on farm
farm costs calculating
calculating costs in farming
calculating costs in farm
calculate costs in farming
estimating costs on farm
estimate costs in farm
estimate costs in farming",Provide cost analysis for relevant solutions and proposed actions taking into account the farm type and long term planning principles.,,
http://data.europa.eu/esco/skill/10d89215-ebbd-4440-90ef-ccd32becb4dd,key_20321,eebae504-408c-4d99-9831-9708fc46f09d,skill/competence,occupation-specific,process incoming electronics supplies,"receive incoming electronics supplies
processing incoming electronics supplies
receiving incoming electronics supplies
process incoming electronics supplies
incoming electronics supplies processing
incoming electronics supplies receiving","Receive incoming electronics supplies, handle the transaction and enter the supplies into any internal administration system.",,
http://data.europa.eu/esco/skill/10dd298f-3fb7-4306-9ecc-45905877ab61,key_20322,9e24b394-3ae4-4ef7-9452-53ca52284f90,skill/competence,sector-specific,produce content for tourism brochures,"produce tourism brochure contents
produce content for tourist brochures
develop contents for travel brochures
produce content for tourism brochures
create details and images for tourism material","Create content for leaflets and tourism brochures, travel services and package deals.",,
http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e,key_20323,0d6c9249-0078-44bb-ab46-268776886bad,skill/competence,sector-specific,advise on acquisitions,"counsel on acquisitions
advising on acquisitions
offer suggestions on acquisitions
give recommendations on acquisitions
advise on acquisition
advise on acquisitions",Provide advice based on existing and planned acquisitions and investigate acquisition options.,,
http://data.europa.eu/esco/skill/10f08e82-ee2f-4790-a43d-5fd3f9b8a392,key_20324,89adf96f-1757-453f-bc9a-3ac6c2fcb8b9,knowledge,sector-specific,biomedicine,"biomedicine
bio-medicine
principles of biomedicine
study of biomedicine
foundations of biomedicine",The study of the human body in relation to medicine and the environment. This includes the applications and practices involved in biological and natural sciences.,,
http://data.europa.eu/esco/skill/10f24e0d-bd23-4432-b96b-e9f23136c503,key_20325,3e5bbfb6-a0d0-466b-aa9f-60de6524734e,skill/competence,cross-sector,operate brazing equipment,"utilise brazing equipment
run brazing equipment
utilise welding torches
use welding torches
run welding torches
use brazing equipment
handle brazing equipment
handle welding torches
operate brazing equipment",Use equipment designed for brazing processes in order to melt and join together pieces of metal or steel.,,
http://data.europa.eu/esco/skill/10f64f45-ab79-4fdb-aef7-3c47fe8ffabc,key_20326,23aa5b0a-2a6b-4b58-87a0-6f7552dac48d,skill/competence,occupation-specific,monitor aviation growth trends,"observe trends in aviation growth
monitor aviation growth trends
monitor trends in the aviation industry
understand long-term aviation trends
stay up-to-date with aviation growth trends
monitor trends in aviation growth
possess up-to-date knowledge of aviation industry trends
observe aviation growth trends",Stay up-to-date with aviation growth trends and innovations; understand the key components of the airport's long range development plans.,,
http://data.europa.eu/esco/skill/10f6d720-ea22-469c-86d1-7fb9d2e93c11,key_20327,82f70800-0716-4499-aff4-f62acceac4f8,skill/competence,sector-specific,document costume stock,"keep a record of costume stock
document stock of costumes
document costume stock
keep records of costumes in stock
document costumes in stock",Keep records of the costumes held in stock. Track all relevant properties of the costumes and how they are used.,,
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,key_20328,3f2677e6-fb24-4dea-942d-c7b7c423302f,knowledge,sector-specific,social alliances,,"The creation of partnerships between different actors (businesses, non-profit organisations or public sector organisations) through which they share resources and knowledge for a common cause: typically to solve a social or environmental challenge.",,
http://data.europa.eu/esco/skill/11069c8b-fc8e-4e2f-b00b-32785b095946,key_20329,e8ddba86-d5bc-4b90-b307-f1489af7927d,skill/competence,occupation-specific,unload raw material for animal feed,"conduct unloading of raw materials, undertake unloading of raw materials
unload raw material for animal feeds
perform raw material unloading activities
carry out unloading of raw materials
unload raw material for animal feed
receive and unload raw material for animal feed
receive and unload raw materials for animal feed
perform unloading of raw materials
unload animal feed raw material",Receive and unload purchased raw materials received for production of animal feed. Transfer the material to the appropriate zone or vehicle.,,
http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f,key_20330,bb0317ba-c873-4791-a80d-df30bad3a8c9,skill/competence,sector-specific,apply psychological intervention strategies,"apply psychological intervention strategy
use psychological intervention strategies
apply psychological intervention technique
apply psychological intervention strategies",Use various intervention strategies to treat patients in clinical psychology.,,
http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,key_20331,c2b659e3-9c4b-461a-a908-19041e0ef5ed,skill/competence,cross-sector,sort waste,"organise refuse
sort waste
perform waste separation activities
categorise waste
arrange waste
conduct activities to separate waste
group waste according to characteristics
perform activities to separate waste
sort rubbish
organise waste
sort refuse
sort garbage
separate waste into different categories",Manually or automatically sort waste by separating it into its different elements.,,
http://data.europa.eu/esco/skill/1110c92f-3059-445a-9436-0f4200d365f5,key_20332,2b0180c1-5cfd-4b1f-ae31-769dd7fa86bf,knowledge,sector-specific,Sass,"Sass
Syntactically Awesome Stylesheets","The computer language Sass is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",,
http://data.europa.eu/esco/skill/11190c86-bf63-4d98-be9a-fbee97c9f93a,key_20333,60a28863-15d8-47f5-b799-e57ff3dbdf52,knowledge,sector-specific,dermatology,"dermatology
dermatology principles
medinice of skin diseases",Dermatology is a medical specialty mentioned in the EU Directive 2005/36/EC.,,
http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,key_20334,043edabf-e5ce-4f6f-a046-45f8b21c9e8e,skill/competence,occupation-specific,ensure no harmful effects on feed additives,"ensure no harmful effects on feed additives
ensure no harmful effects on a feed additive
establish no harmful effects on feed additives
assure no harmful effects on feed additives
ensure no harmful effects on an additives in a feed
ensure no harmful effects on additives  to feed
maintain no harmful effects on feed additives
secure no harmful effects on feed additives",Ensure that feed additives undergo scientific evaluation to assess if the additive has any harmful effects on human or animal health or on the environment.,,
http://data.europa.eu/esco/skill/11245eee-fcbd-44c7-aa6a-3db2eb40106c,key_20335,1c1e5749-019c-41d2-a405-b2da9f0537e7,skill/competence,cross-sector,manage inspections of equipment,"manage inspections of equipment
perform inspections
manage equipment inspection
manage inspections of property
manage inspecting the equipment",Monitor formal or official viewings and examinations in order to regularly test and inspect property and equipment.,,
http://data.europa.eu/esco/skill/112a2d79-fff0-4b9b-92e9-7fe40cd6104b,key_20336,a0757720-5289-4f1c-823e-3faa23d8feaf,knowledge,sector-specific,audiometry,"measuring hearing acuity
diagnosing hearing impairment through audiometry
testing of a person's ability to hear sound frequencies
audiometry","The way hearing acuity is measured, specifically related to sound intensity and pitch and tonal purity in order to diagnose hearing impairment and related disorders.",,
http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f,key_20337,26203426-9444-4003-b712-5203cb8c52f2,skill/competence,occupation-specific,teach teaching principles,"teaching teaching principles
provide instruction on teaching principles
explain teaching principles
teach teaching principles
educate on teaching principles
teaches teaching principles","Instruct students in the theory and practice of teaching, more specifically in the different teaching methods, classroom management, and learning processes.",,
http://data.europa.eu/esco/skill/11335fcc-23af-4afe-bfaf-c0c25abcb5b0,key_20338,c0491d3b-6346-4bc7-902c-1fad3a0c6e80,knowledge,cross-sector,biological haematology,"biological hematology
study of blood diseases
diagnosis and treatment of blood diseases",Biological haematology is a medical specialty mentioned in the EU Directive 2005/36/EC.,,
http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91,key_20339,a1a6be48-c022-45ab-93e6-984641e0df5f,skill/competence,transversal,meet commitments,"meet commitment
show conscientiousness
keep promises
meet targets
show reliability
demonstrate commitment
show responsibility
show commitment
achieve goals
meet commitments
demonstrate steady effort
demonstrate conscientiousness
meeting commitments
demonstrate punctuality
demonstrate reliability
work to deadlines
demonstrate loyalty","Perform one's tasks in a self-disciplined, reliable and goal-oriented manner.",,
http://data.europa.eu/esco/skill/113bbd65-c580-4155-b2d5-9f6d068712e2,key_20340,8c05ddd4-c121-4999-918c-ebec9d91b4e1,skill/competence,occupation-specific,install locks,"fitting locks
lock installation
fit lock
install locks
fitting of locks
installation of locks
fit locks
lock fitting
installing locks",Fit a lock into a compatible door. Install the lock for optimal security.,,
http://data.europa.eu/esco/skill/113d2de3-2150-4949-b91d-abd3d39b370b,key_20341,06d32064-eda8-4e59-9548-7149b131fe02,skill/competence,sector-specific,demonstrate use of hardware,"display use of hardware
demonstrating use of hardware
determine use of hardware
establish use of hardware
demonstrate the use of hardware
demonstrating the use of hardware
demonstrate use of hardware
show use of hardware","Provide customers with information about the quality of hardware, equipment and tools; demonstrate correct and safe product use.",,
http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1,key_20342,ecf8de36-e4c9-456d-9101-49dfae632b01,skill/competence,sector-specific,prepare tableware,"make sure dinnerware is ready for use
ensure tableware is ready for use
check that plates and cutlery and glasses are ready for use
ensure tableware is ready to be used
ensure use of tableware is ready","Guarantee that plates, cutlery and glassware are clean, polished and in good condition.",,
http://data.europa.eu/esco/skill/113de748-7d31-4cc7-b7c8-e34cad08a225,key_20343,6cd0d958-f300-463b-bdb7-61d7b13d08e7,skill/competence,sector-specific,operate monogram-printing device,"run a monogram-printing device
work a monogram-printing device
use a monogram-printing device
utilise a monogram-printing device
operate a monogram-printing device
operate monogram-printing device
operate monogram-printing devices",Set up and operate monogram-printing device to print brand on cigarette paper at specified position.,,
http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,key_20344,330b1559-ae09-441c-97ec-4307102c3cbe,skill/competence,sector-specific,design cloud architecture,"design multi-tier cloud architecture
create cloud architecture
engineer cloud architecture","Design a multi-tier cloud architecture solution, which tolerates faults and is fit for the workload and other business needs. Identify elastic and scalable computing solutions, select high-performing and scalable storage solutions, and choose high-performing database solutions. Identify cost-effective storage, computing, and database services in the cloud.",,
http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927,key_20345,7d84aa49-014e-4b96-ac2f-044489dddcf3,skill/competence,cross-sector,lead military troops,"direct military personnel
supervise military troops
lead military troops
control military troops
direct military troops
control military personnel
oversee military personnel
supervise military personnel
oversee military troops","Lead the actions of military troops on the field during a mission, either combat, humanitarian or otherwise defensive, compliant with the strategies devised prior to the operation and ensuring communication with other troops is maintained.",,
http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e,key_20346,942bebaf-6184-4e6e-a0b6-2a4d32dee28a,skill/competence,cross-sector,perform forensic examinations,"perform forensic examinations
undertake  forensic investigations
carry out  forensic examinations
complete forensic investigations
undertake  forensic examinations
carry out  forensic investigations
complete forensic examinations","Perform forensic examinations on a scene or in a laboratory of gathered data, in a manner compliant with forensic procedures, and to analyse the data using forensic methods.",,
http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,key_20347,fbec32ae-ebc4-4c0f-9ed9-2d6f0ec4c521,skill/competence,sector-specific,develop waste management processes,"waste management process developing
waste management processes developing
develop waste management processes
waste management processes devising
developing waste management processes
devise waste management processes
waste management process devising
devising waste management processes","Develop equipment, methods, and procedures which can be applied in various types of waste treatment and disposal facilities in order to improve efficiency of waste management processes, reduce environmental impact, and ensure the safety of staff operational in waste management.",,
http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,key_20348,d379a61b-2351-4646-975f-a83b2ff11afd,skill/competence,occupation-specific,establish an ICT security prevention plan,establish an ICT security prevention plan,"Define a set of measures and responsibilities to ensure the confidentiality, integrity and availability of information. Implement policies to prevent data breaches, detect and respond to unathorised access to systems and resources, including up-to-date security applications and employee education.",,
http://data.europa.eu/esco/skill/114f2179-b625-4333-b9f9-fe6a846a7c36,key_20349,7d4f33bf-2669-46af-b2c1-e701c185b15f,skill/competence,sector-specific,plan youth activities,"schedule young peoples activities
prepare young peoples activities
prepare youth activities
arrange youth activities
schedule  youth activities
arrange young peoples activities
plan youth activities","Run projects organised for young people such as arts-based activities, outdoor education and sporting activities.",,
http://data.europa.eu/esco/skill/1154d74a-eaf1-4a86-bcaa-453dd4923d5c,key_20350,8a10d42a-7796-4086-bfc2-ae0a07d70e4c,skill/competence,occupation-specific,operate fishing equipment machinery,"handle fishing equipment machinery
work on fishing equipment machinery
operating fishing equipment machinery
utilise fishing equipment machinery
operate fishing equipment machinery
use fishing equipment machinery","Set up and operate machinery to form fishing equipment or accesories such as rods, hooks and lines.",,
http://data.europa.eu/esco/skill/116083f9-8d05-4b2e-a15f-287b18de5f67,key_20351,02fa4863-4698-4c05-9e05-41802795fd92,skill/competence,cross-sector,use global distribution system,"operate global distribution system
use global distribution system
use computer reservation system
use system for global distribution",Operate a computer reservations system or a global distribution system to book or reserve transportations and accommodations.,,
http://data.europa.eu/esco/skill/11683adc-56fa-4408-84aa-8f02eb991628,key_20352,1f4a28df-edb0-44b2-9976-5c2182c06093,skill/competence,occupation-specific,operate maritime lifting equipment,"utilise maritime lifting devices
operate maritime lifting equipment
utilise maritime lifting equipment
execute operations using maritime lifting equipment
carry out operations using maritime lifting equipment
tend lifting equipment
perform operations using maritime lifting equipment
undertake activities using maritime lifting equipment
tend maritime lifting equipment
operate maritime lifting devices
use maritime lifting equipment
conduct activities using maritime lifting equipment",Operate motorised winches and hoists used by marine riggers; assist in the operation of sail-powered systems.,,
http://data.europa.eu/esco/skill/1171ad05-a85e-4460-837f-08f91538eb27,key_20353,d7d7c1b0-d26e-471f-875d-bdd5a70bc22b,skill/competence,sector-specific,temper chocolate,"cool chocolate
dilute chocolate
ease chocolate
temper of chocolate
soothe chocolate
temper chocolate
tempering chocolate",Heat and cool chocolate using marble slabs or machines in order to obtain the desired characteristics for different applications like shininess of the chocolate or the way it breaks.,,
http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,key_20354,38217e30-7821-44c8-bf3e-473a973a7449,knowledge,sector-specific,hardware platforms,hardware platforms,The characteristics of the hardware configuration required to process the applications software product.,,
http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746,key_20355,82fa1dbf-f982-4185-bd0d-cb78f02381b6,skill/competence,cross-sector,identify suppliers,"search for suppliers
identify a supplier
identify the suppliers
research for suppliers
monitor suppliers on the market
identify suppliers","Determine potential suppliers for further negotiation. Take into consideration aspects such as product quality, sustainability, local sourcing, seasonality and coverage of the area. Evaluate the likelihood of obtaining beneficial contracts and agreements with them.",,
http://data.europa.eu/esco/skill/1174f52e-e861-4056-bd5a-1f678f969b62,key_20356,98a79a24-af7b-4f7a-8533-f2715ce0c4fd,skill/competence,occupation-specific,conduct shelf studies,"undertake shelf studies
conduct a shelf studies
conduct shelf studies
organise shelf studies
conduct of shelf studies
conducting shelf studies
carry out shelf studies
plan shelf studies",Lead and manage shelf studies on products of a company and also products of other producers as to determine the position of the company in the market.,,
http://data.europa.eu/esco/skill/1175cd3f-c4d1-46f6-8e76-e59ec58a82b3,key_20357,e24c803e-6b02-46aa-a452-4cd7e6095988,skill/competence,occupation-specific,clean off fouling,"remove fouling
cleaning off fouling
clean off fouling
fouling cleaning off
fouling removing
cleaning fouling off
removing fouling",Clean off fouling in aquaculture facilities.,,
http://data.europa.eu/esco/skill/1177a1e9-213a-477b-b57c-364368c68b95,key_20358,e12afdbe-da57-4a06-903b-722cc90a048c,skill/competence,occupation-specific,design power electronics,"design power electronics system
develop power electronics","Design and develop power electronics systems, products, and components according to specifications. Select suitable ancillary devices for the intended application.",,
http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3,key_20359,291a7fa0-c0d0-45f3-8924-f80c2b1c8c38,knowledge,cross-sector,quality assurance procedures,"quality assurance procedures
quality control procedures
quality check
supervision procedures
inspection procedures
QA procedure
quality management
monitoring procedures",The procedures to inspect a product or system to ensure that it is according to specifications and requirements.,,
http://data.europa.eu/esco/skill/117bb003-603a-4a4a-b0f3-044e6c56a1b2,key_20360,ec66fbc6-81ec-45ce-b0de-011e1cd7d61d,skill/competence,sector-specific,manage safety standards for inland water transport,"ensure inland water safety regulations and standards are followed
manage safety standards for inland water transportation
manage safety standards for inland water transport
ensure compliance with inland water safety regulations and standards
ensure inland water safety regulations and standards are met
ensure compliance with inland water safety standards and regulations
manage standards of safety for inland water transport
maintain safety standards for inland water transport
supervise safety standards for inland water transport
oversee safety standards for inland water transport","Manage and maintain safety standards and procedures in the field of inland water transport. Ensure that before dispatching any vessel, all regulations and standards are met. May also be required to act as a member of an Emergency Response Team.",,
http://data.europa.eu/esco/skill/117df904-d348-4f14-bc92-feaaccba4ece,key_20361,85e81d38-8b83-47c0-b299-19c9d57a5b42,skill/competence,sector-specific,promote inclusion in organisations,"promote inclusion in organizations
encourage equality of opportunity in organisations
advocate inclusion in organisations
boost equality of opportunity in organisations
advocate equality of opportunity in organisations
encourage inclusion in organisations
boost inclusion in organisations
stimulate inclusion in organisations
stimulate equality of opportunity in organisations","Promote diversity and equal treatment of genders, ethnicities and minority groups in organisations in order to prevent discrimination and ensure inclusion and a positive environment.",,
http://data.europa.eu/esco/skill/11877887-d81e-4fdd-865a-e47a40b6707d,key_20362,d3faf4da-5ecb-4226-bed1-74a59e6ecf4a,skill/competence,sector-specific,study communications channels for different employers/contractors,"studying communications channels for different employers/contractors
study communications channels for different employers/contractors
study communications channels for different contractors/employers
analyse communications channels for different employers/contractors
research communications channels for different employers/contractors","Research and test target employers/contractors and find out what ways they prefer to access  work, contact, etc.",,
http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,key_20363,26910880-089b-4ca2-9f08-63b5b15284c6,skill/competence,sector-specific,coordinate greenhouse environment,"coordinating greenhouse environment
ensuring correct greenhouse environment
greenhouse environment coordinating
coordinate greenhouse environment
taking care of greenhouse environment
take care of greenhouse environment
ensure correct greenhouse environment",Take care of the heating and cooling of greenhouses. Work together with the Grounds and Buildings Manager in keeping the irrigation systems and the horticultural equipment in good condition.,,
http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,key_20364,e45bf56e-014d-4768-8fd3-f04e62f8ced2,knowledge,sector-specific,computer forensics,computer forensics,The process of examining and recovering digital data from sources for legal evidence and crime investigation.,,
http://data.europa.eu/esco/skill/118c43e1-f11d-4c3c-a24d-131b9db4ba5a,key_20365,24d65fe3-2eb0-4add-972f-dc3fd7adee1a,skill/competence,cross-sector,purchase raw material supplies,"manage supply logistics
acquire raw material supplies
buy raw material supplies
purchase raw material supplies
purchase raw materials
purchase supplies of raw materials",Manage logistics of purchasing supplies of the raw materials for the tannery to ensure efficient operations of the tannery and meet clients' requirements,,
http://data.europa.eu/esco/skill/118d663f-473b-43d4-a990-fd81bc239517,key_20366,87e025e8-6c6c-4860-a7eb-c97406191621,skill/competence,occupation-specific,assist during take off and landing,"provide support to captain during take off and landing
provide assistance during take off and landing
assist during landing and take off
support take off and landing procedures
support captain during take off and landing
assist during take off and landing
assist during take-off and landing
support captain in the execution of take off and landing activities
help during take off and landing
assist during landing and take-off",Assist captain in take-off and landing procedures by operating communication equipment.,,
http://data.europa.eu/esco/skill/118efbcd-8fc5-4668-81d1-c383a0d16070,key_20367,9839949c-4df9-4458-b2e8-e098651a335d,skill/competence,cross-sector,handle helpdesk problems,"handle a helpdesk problem
handle helpdesk problems
handling a helpdesk problem
deal with helpdesk problems
solve helpdesk problems
handling helpdesk problems
support helpdesk problems
administer helpdesk problems","Investigate what causes problems, test and improve solutions in order to reduce number of calls to the helpdesk.",,
http://data.europa.eu/esco/skill/11922b18-8245-41b3-bee6-6850380276f1,key_20368,d851e7c9-0d97-410f-ab9f-d75e4a9802b5,skill/competence,occupation-specific,instruct on technical shore-based operations,"direct crew in technical shore-based operations
instruct crew in activities involving technical shore-based facilities
provide instructions to crew in operations of technical shore-based facilities
instruct crew in technical shore-based operations
oversee crew activities during operations utilising technical shore-based facilities
instruct crew in operations involving the use of technical shore-based facilities
provide instruction to crew in technical shore-based operations
oversee operations in technical shore-based facilities
direct crew actions in technical shore-based operations
oversee activities in technical shore-based facilities
instruct crew in operations of technical shore-based facilities",Instruct crew members in the pre- and after activities relating to the operations of technical shore-based facilities. Understand safety regulations required to work with shipboard electrical systems.,,
